CNTYVTD,PatrickR_18G_Lt. Governor,CollierD_18G_Lt. Governor,McKennonL_18G_Lt. Governor
"0490417",975,131,15
"0510113",352,55,1
"0510114",645,237,18
"0510203",190,62,7
"0510204",354,66,10
"0510207",165,86,4
"0510211",475,114,7
"0510215",179,43,3
"0510301",565,185,18
"0510305",272,75,4
"0510308",211,63,7
"0510309",374,94,9
"0510406",317,238,6
"0510410",839,210,17
"0530001",765,176,23
"0530002",1113,434,37
"0530003",434,170,18
"0530004",1037,408,41
"0530005",494,197,15
"0530006",288,91,11
"0530007",325,90,12
"0530008",580,140,13
"0530009",1269,368,32
"0530010",652,189,25
"0530011",207,36,4
"0530012",746,226,35
"0530013",396,135,21
"0530014",266,64,10
"0530015",339,94,9
"0530016",253,61,6
"0530017",836,235,31
"0530018",454,204,10
"0530019",1737,586,61
"0530020",1349,627,49
"0550100",116,145,7
"0550101",181,203,13
"0550102",277,125,4
"0550103",637,580,34
"0550104",197,80,10
"0550105",22,35,1
"0550107",0,0,0
"0550108",27,28,0
"0550109",12,2,0
"0550110",36,28,0
"0550111",258,230,12
"0550112",0,0,0
"0550113",0,0,0
"0550114",0,0,0
"0550115",0,0,0
"0550116",0,0,0
"0550117",0,0,0
"0550118",45,34,3
"0550201",289,170,12
"0550202",407,196,5
"0550203",414,167,13
"0550204",568,179,14
"0550205",146,27,4
"0550206",259,174,8
"0550301",250,286,22
"0550302",361,384,15
"0550303",252,186,12
"0550305",146,98,8
"0550306",79,79,2
"0550307",0,0,0
"0550400",23,20,0
"0550401",129,261,11
"0550402",291,534,16
"0550404",333,371,23
"0550405",356,236,12
"0550407",2,4,0
"0550408",2,7,1
"0550409",13,5,0
"0550410",0,0,0
"0550412",52,89,4
"0570001",44,99,5
"0570002",134,191,8
"0570003",9,18,1
"0570004",113,104,2
"0570005",113,38,4
"0570006",218,57,6
"0570007",126,133,3
"0570008",65,112,2
"0570009",10,13,0
"0570010",37,30,3
"0570011",138,58,0
"0570012",532,210,11
"0570013",10,8,0
"0570014",44,36,0
"0570015",49,45,1
"0570016",309,200,12
"0570017",220,131,6
"0570018",134,53,4
"0570019",265,54,5
"0570020",18,12,0
"0570021",53,26,0
"0570022",122,35,3
"0570023",123,51,1
"0570024",623,140,10
"0570025",506,77,9
"0590001",1006,181,28
"0590002",864,152,21
"0590003",912,168,31
"0590004",768,75,13
"0590005",75,7,0
"0590006",355,56,4
"0590007",232,40,5
"0610001",368,404,26
"0610002",162,99,4
"0610003",304,539,29
"0610004",626,746,44
"0610005",40,158,7
"0610006",65,309,8
"0610007",30,104,4
"0610008",38,125,5
"0610009",135,509,30
"0610010",95,388,18
"0610011",151,449,21
"0610012",355,583,23
"0610013",61,142,14
"0610014",215,533,33
"0610015",257,565,33
"0610016",200,235,9
"0610017",339,770,32
"0610018",262,522,27
"0610019",206,392,22
"0610020",302,245,7
"0610021",262,519,14
"0610022",246,541,15
"0610023",48,37,2
"0610024",90,291,3
"0610025",88,175,7
"0610026",594,546,24
"0610027",244,617,29
"0610028",256,307,15
"0610029",686,481,29
"0610030",283,209,12
"0610031",52,82,5
"0610032",486,514,37
"0610033",63,143,5
"0610034",48,46,5
"0610035",313,274,15
"0610036",358,444,16
"0610037",90,343,10
"0610038",167,198,14
"0610039",114,267,8
"0610040",294,529,19
"0610041",375,958,29
"0610042",88,268,12
"0610043",131,248,6
"0610044",916,668,41
"0610045",131,469,13
"0610046",389,896,44
"0610047",82,248,8
"0610048",236,352,17
"0610049",104,166,9
"0610050",798,952,41
"0610051",121,215,5
"0610052",733,425,45
"0610053",188,686,36
"0610054",539,1212,54
"0610055",423,750,38
"0610056",448,394,24
"0610057",155,125,8
"0610058",635,611,37
"0610059",52,131,4
"0610060",95,188,7
"0610061",307,603,28
"0610062",309,751,44
"0610063",185,503,25
"0610064",533,517,19
"0610065",396,588,30
"0610066",827,836,49
"0610067",913,617,40
"0610068",149,489,18
"0610069",262,870,39
"0610070",68,246,12
"0610071",225,815,40
"0610072",400,828,42
"0610073",520,1057,56
"0610074",368,909,44
"0610075",191,737,26
"0610076",181,299,19
"0610077",163,670,28
"0610078",578,635,29
"0610079",617,642,25
"0610080",1179,858,41
"0610081",243,323,12
"0610082",159,489,28
"0610083",230,252,13
"0610084",487,436,28
"0610085",268,235,10
"0610086",123,326,15
"0610087",539,352,16
"0610095",105,209,11
"0610096",105,362,21
"0610097",63,172,8
"0610098",636,1397,71
"0610099",58,72,3
"0610100",640,1353,66
"0610101",120,199,13
"0610102",322,472,19
"0610103",40,76,6
"0610104",23,45,1
"0610105",7,17,1
"0610106",387,619,30
"0610107",55,149,5
"0610108",0,0,0
"0610109",0,0,0
"0631001",611,325,12
"0632002",882,281,17
"0633003",387,395,14
"0634004",664,288,11
"0650101",234,58,11
"0650102",42,5,3
"0650103",171,64,8
"0650201",448,142,23
"0650301",280,100,19
"0650302",170,19,2
"0650401",320,107,23
"0650402",157,12,6
"0670001",1266,388,20
"0670002",169,57,4
"0670004",146,82,4
"0670005",370,94,13
"0670006",244,37,5
"0670007",739,252,10
"0670009",388,171,5
"0670011",228,119,4
"0670012",299,133,6
"0670014",874,234,14
"0670015",273,57,2
"0670016",212,55,3
"0670017",1357,325,14
"0670018",273,28,3
"0670019",208,46,2
"0670021",130,25,3
"067013T",409,318,6
"067020E",113,19,1
"0690101",100,109,6
"0690105",21,7,0
"0690201",116,117,10
"0690206",65,14,1
"0690301",291,162,14
"0690307",66,13,3
"0690401",75,56,2
"0690408",276,69,7
"0710001",287,58,5
"0710002",267,129,7
"0710003",163,102,6
"0710004",1707,307,43
"0710005",1179,208,27
"0710006",814,264,10
"0710007",880,237,29
"0710008",2130,353,46
"0710009",146,31,4
"0710010",1980,348,49
"0710011",928,287,19
"0710012",469,222,14
"0710013",0,0,0
"0710014",184,37,5
"0710015",672,429,21
"0730012",558,163,5
"0730013",558,63,5
"0730014",714,86,12
"0730015",1103,469,21
"0730022",214,91,9
"0730023",533,63,9
"0730024",628,256,10
"0730025",402,96,10
"0730026",374,170,7
"0730027",476,163,10
"0730028",300,35,1
"0730032",368,82,11
"0730033",702,193,14
"0730034",672,111,14
"0730035",451,134,8
"0730036",806,171,12
"0730037",130,76,3
"0730038",122,117,1
"0730042",109,359,8
"0730043",283,211,10
"0730044",682,96,11
"0730045",279,114,2
"0730046",355,70,4
"0730047",162,15,6
"0730048",313,39,5
"0750101",327,53,5
"0750201",402,54,6
"0750301",303,101,6
"0750401",401,85,14
"0770001",376,95,10
"0770006",187,52,4
"0770008",323,112,19
"0770009",225,52,5
"0770010",144,24,2
"0770011",437,44,5
"0770012",155,34,5
"0770013",74,17,0
"0770014",88,16,3
"0770015",153,49,3
"0770017",491,99,3
"0770020",237,24,2
"0770024",150,26,2
"0770026",102,11,1
"0770027",218,31,1
"0770032",130,12,0
"0790101",128,41,3
"0790202",173,62,7
"0790303",35,1,1
"0790306",96,38,1
"0790404",63,27,1
"0810001",273,53,12
"0810002",310,61,6
"0810003",272,50,6
"0810004",193,58,4
"0830001",686,87,6
"0830002",497,96,15
"0830003",516,107,18
"0830004",719,104,21
"083002E",204,29,5
"0850001",874,803,51
"0850002",1037,1032,49
"0850003",160,667,24
"0850004",690,298,29
"0850005",466,251,30
"0850006",1584,1630,86
"0850007",423,394,27
"0850008",985,354,35
"0850009",1633,1166,87
"0850010",331,91,7
"0850011",1615,494,43
"0850012",756,422,31
"0850013",1722,529,48
"0850014",668,932,27
"0850015",423,423,28
"0850016",1081,513,36
"0850017",943,591,25
"0850018",358,97,6
"0850019",614,437,29
"0850020",416,131,12
"0850021",1313,1273,83
"0850022",1657,433,36
"0850023",296,859,26
"0850024",372,762,37
"0850025",1671,1597,63
"0850026",470,475,21
"0850027",828,651,38
"0850028",747,776,39
"0850029",656,285,24
"0850030",1929,1395,87
"0850031",836,600,40
"0850032",875,712,45
"0850033",1562,581,51
"0850034",1090,1461,29
"0850035",662,160,13
"0850036",787,495,26
"0850037",904,171,23
"0850038",1830,1990,91
"0850039",687,898,44
"0850040",1342,766,57
"0850041",1565,664,36
"0850042",623,238,22
"0850043",1483,1462,65
"0850044",314,346,17
"0850045",981,613,32
"0850046",557,858,40
"0850047",745,777,47
"0850048",1041,1053,47
"0850049",886,597,27
"0850050",445,987,43
"0850051",269,512,38
"0850052",633,1377,32
"0850053",826,617,52
"0850054",653,978,49
"0850055",783,1237,73
"0850056",1963,1239,73
"0850057",1339,1078,63
"0850058",945,1021,37
"0850059",1309,943,61
"0850060",1030,427,21
"0850061",653,454,18
"0850062",695,783,46
"0850063",815,561,31
"0850064",758,801,36
"0850065",379,339,16
"0850066",630,601,34
"0850067",782,732,33
"0850068",557,540,32
"0850069",1277,1144,42
"0850070",731,502,29
"0850071",602,560,25
"0850072",525,399,30
"0850073",376,599,23
"0850074",567,542,27
"0850075",780,468,21
"0850076",1162,938,59
"0850077",892,1112,38
"0850078",805,899,51
"0850079",721,676,29
"0850080",1040,977,51
"0850081",762,922,51
"0850082",752,683,35
"0850083",1850,889,70
"0850084",760,693,24
"0850085",800,964,42
"0850086",923,815,56
"0850087",1747,1995,61
"0850088",260,770,33
"0850089",1459,1576,46
"0850090",1269,780,43
"0850091",695,676,38
"0850092",814,853,58
"0850093",127,21,1
"0850094",1161,1340,38
"0850095",865,922,49
"0850096",265,303,19
"0850097",687,261,19
"0850098",435,261,10
"0850099",70,68,6
"0850100",8,3,0
"0850101",1112,939,53
"0850102",1144,539,39
"0850103",266,374,18
"0850104",329,803,32
"0850105",402,298,16
"0850106",594,519,32
"0850107",1037,1047,35
"0850108",806,914,35
"0850109",1255,949,33
"0850110",908,779,39
"0850111",1675,1070,45
"0850112",977,873,22
"0850113",916,841,57
"0850114",647,192,16
"0850115",880,987,43
"0850116",1641,1314,34
"0850117",1155,1124,50
"0850118",1545,966,53
"0850119",1811,1559,50
"0850120",1267,910,48
"0850121",607,1039,36
"0850122",2036,962,64
"0850123",712,551,16
"0850124",849,875,36
"0850125",1270,1625,71
"0850126",1384,1163,59
"0850127",1053,1008,52
"0850128",2233,846,75
"0850129",1246,993,37
"0850130",1055,1121,52
"0850131",2168,1252,75
"0850132",786,897,33
"0850133",664,586,39
"0850134A",1335,1458,51
"0850134B",4,4,0
"0850134C",0,0,0
"0850135",1059,1235,44
"0850136",687,575,19
"0850137",709,519,16
"0850138",550,330,19
"0850139",1051,1341,49
"0850140",1850,905,51
"0850141",1002,1001,42
"0850142",896,919,36
"0850143",757,480,14
"0850144",909,721,28
"0850145",413,511,30
"0850146",1274,1260,72
"0850147",510,486,20
"0850148",0,2,0
"0850149",1365,1012,50
"0850150",378,246,12
"0850151",406,513,26
"0850152",12,35,1
"0850153",1578,1296,63
"0850154",481,75,10
"0850155",877,614,29
"0850156",1137,876,43
"0850157",1151,1115,41
"0850158",653,828,25
"0850159",1306,1408,55
"0850160",187,30,3
"0850161",120,62,7
"0850162",143,24,1
"0850163",1077,1008,64
"0850164",472,318,5
"0850165",372,219,15
"0850166",1199,1080,35
"0850167",1217,1525,69
"0850168",737,382,34
"0850169",865,864,44
"0850170",623,375,31
"0850171",1515,1321,57
"0850172",1106,577,44
"0850173",285,131,8
"0850174",1217,947,49
"0850175",619,356,20
"0850176",645,996,51
"0850177",1267,1050,56
"0850178",920,313,27
"0850179",2365,862,62
"0850180",177,105,13
"0850181",546,296,13
"0850182",2,2,0
"0850183",47,8,2
"0850184",0,0,0
"0850185",17,15,1
"0850186",53,6,1
"0850187",240,30,6
"0850188",35,5,0
"0850189",355,61,7
"0850190",37,6,2
"0850191",163,36,3
"0850192",736,206,14
"0850193",376,86,18
"0850194",12,3,0
"0850195",412,96,20
"0850196",588,393,35
"0850197",301,415,16
"0850198",59,18,0
"0850199",635,218,15
"0850200",2,1,0
"0850201",2,1,0
"0850202",5,3,0
"0850203",1280,618,37
"0850204",150,81,4
"0850205",13,3,1
"0850206",597,332,8
"0850207",1242,851,60
"0850208",573,261,15
"0850209",254,196,12
"0850210",419,537,21
"0850211",1724,1577,79
"0850212",965,1056,33
"0850213",927,889,30
"0850214",1678,455,30
"0850215",664,301,21
"0850216",1877,810,57
"0850217",664,368,31
"0850218",1050,962,31
"0850219",875,649,33
"0850220",824,933,26
"0850221",1763,907,46
"0850222",848,911,35
"0850223",681,467,20
"0850224",2486,887,46
"0850225",947,1077,39
"0850226",1234,1134,46
"0870101",232,67,11
"0870201",125,28,1
"0870202",19,2,0
"0870301",150,33,2
"0870302",29,3,0
"0870401",133,30,1
"0870402",51,9,2
"0890101",846,316,23
"0890102",136,29,2
"0890103",301,70,3
"0890201",1320,378,13
"0890202",273,48,5
"0890302",600,109,6
"0890303",342,51,2
"0890304",271,46,5
"0890305",781,228,16
"0890401",162,65,3
"0890402",629,510,10
"0910101",1604,795,90
"0910102",1963,432,58
"0910103",1860,511,50
"0910104",1047,304,37
"0910105A",2614,741,73
"0910105B",45,13,1
"0910105C",1,0,0
"0910105D",0,0,0
"0910106A",2211,500,49
"0910106B",131,29,1
"0910107",1094,322,28
"0910201",1751,829,70
"0910202A",423,180,7
"0910202B",45,19,1
"0910203A",1825,570,47
"0910203B",52,16,2
"0910203C",0,0,0
"0910204",1757,494,49
"0910205",2683,951,66
"0910206",2648,683,78
"0910207",1376,361,27
"0910208",1039,263,18
"0910301",878,869,53
"0910302",1676,1008,88
"0910303",216,248,21
"0910304",1218,797,57
"0910305",841,409,32
"0910306",514,306,21
"0910401",906,420,42
"0910402",2109,747,75
"0910403",2628,736,54
"0910404",1715,523,46
"0910405",1832,480,49
"0910406",2214,893,65
"0910407",1481,447,55
"0930001",629,156,12
"0930002",603,164,12
"0930004",42,15,2
"0930005",270,74,7
"0930006",197,41,0
"0930007",136,28,2
"0930009",93,18,2
"0930010",182,40,2
"0930011",230,76,8
"0930012",759,249,24
"0930013",110,23,3
"0930014",57,16,1
"0930015",228,35,7
"0930016",56,2,4
"0950101",209,45,4
"0950102",45,14,4
"0950203",89,6,0
"0950204",45,16,0
"0950205",63,24,0
"0950306",123,63,2
"0950407",60,1,1
"0950408",105,49,4
"0970001",478,218,17
"0970002",77,24,3
"0970003",203,51,5
"0970004",207,54,4
"0970005",449,163,11
"0970006",269,26,8
"0970007",702,131,12
"0970008",423,58,8
"0970009",713,100,9
"0970010",1000,207,15
"0970011",1061,278,24
"0970012",388,84,9
"0970014",171,30,6
"0970015",123,18,3
"0970017",285,19,4
"0970018",1050,121,31
"0970019",222,38,5
"0970020",253,48,4
"0970021",739,74,10
"0970022",1142,216,18
"0970026",180,58,4
"0970027",91,37,3
"0970028",38,14,1
"0970030",70,43,0
"0970031",46,23,0
"0970033",255,40,4
"0970034",101,109,7
"0970035",225,130,10
"0970037",629,185,13
"0990101",1443,984,80
"0990102",638,101,15
"0990103",159,25,3
"0990104",1176,699,47
"0990205",1069,250,26
"0990206",336,345,16
"0990207",948,693,52
"0990308",1589,357,34
"0990309",302,43,2
"0990310",198,55,2
"0990311",25,42,3
"0990412",865,596,46
"0990413",932,235,32
"0990414",226,21,4
"0990415",119,17,3
"0990416",562,448,26
"1010101",151,29,5
"1010201",135,22,0
"1010301",65,29,0
"1010401",83,24,5
"1030001",239,90,9
"1030002",204,76,6
"1030003",140,77,4
"1030004",142,48,3
"1050001",181,109,4
"1050002",207,84,7
"1050003",238,91,10
"1050004",171,106,9
"1070011",175,86,4
"1070027",273,140,6
"1070039",188,118,5
"1070044",268,138,9
"1090001",62,116,8
"1090002",66,110,7
"1090004",54,91,3
"10903-3",15,12,0
"10903-5",66,98,6
"1110001",142,24,5
"1110002",18,0,0
"1110003",7,0,0
"1110004",15,2,0
"1110005",4,0,0
"1110006",116,18,1
"1110007",147,35,3
"1110008",289,44,10
"1110009",186,39,6
"1131000",41,241,5
"1131001",62,285,16
"1131002",86,439,16
"1131003",156,1535,47
"1131004",471,588,24
"1131005",523,1039,43
"1131006",662,580,34
"1131007",189,120,6
"1131008",246,584,20
"1131009",83,367,15
"1131010",166,718,32
"1131011",55,248,9
"1131012",92,118,4
"1131013",904,1498,80
"1131014",306,883,41
"1131015",465,1040,44
"1131016",50,115,5
"1131017",270,459,42
"1131018",51,110,8
"1131019",491,1280,72
"1131020",352,560,30
"1131021",382,697,26
"1131022",607,1832,63
"1131023",518,829,45
"1131026",94,258,13
"1131027",501,1287,55
"1131028",249,549,17
"1131029",146,591,20
"1131030",391,751,24
"1131032",205,263,18
"1131033",371,423,24
"1131035",38,84,1
"1131036",105,339,12
"1131037",167,422,16
"1131038",131,717,16
"1131039",11,105,3
"1131040",419,984,32
"1131041",29,272,6
"1131042",33,385,8
"1131043",742,727,27
"1131044",820,723,36
"1131045",140,615,22
"1131046",57,133,8
"1131047",221,517,24
"1131048",845,1033,62
"1131049",631,845,42
"1131050",42,64,5
"1131051",66,89,4
"1131052",766,1461,81
"1131054",176,552,15
"1131055",97,263,8
"1131056",219,341,11
"1131057",278,732,25
"1131058",352,807,48
"1131059",471,617,29
"1131060",1136,1909,83
"1131061",315,633,22
"1131062",7,9,1
"1131063",212,611,20
"1131064",15,51,2
"1131065A",199,945,18
"1131065B",0,0,0
"1131065C",0,0,0
"1131067",2,3,0
"1131068",15,15,1
"1131069",5,31,0
"1131070",171,731,32
"1131071A",485,1257,58
"1131071B",0,0,0
"1131073",274,1153,42
"1131074",91,562,16
"1131075A",249,795,40
"1131075B",0,0,0
"1131076",444,953,45
"1131077",0,0,0
"1131078",63,423,5
"1131079",286,703,26
"1131080",54,244,11
"1131081",537,1249,37
"1131082",17,90,2
"1131083",153,649,13
"1131084",361,1533,35
"1131085",84,466,14
"1131086",40,147,1
"1131087A",183,1363,23
"1131087B",0,0,0
"1131087C",0,0,0
"1131087D",0,0,0
"1131088",162,656,20
"1131089",68,805,7
"1131090",135,856,25
"1131091",158,745,13
"1131092",146,1169,21
"1131093",54,620,13
"1131094",47,515,2
"1131095",88,516,7
"1131096",63,501,12
"1131097",187,863,24
"1131098",91,750,14
"1131099",3,18,0
"1131100",73,1078,20
"1131101",102,552,9
"1131102",125,613,16
"1131103",35,163,4
"1131104",123,887,14
"1131105",3,19,1
"1131106",21,86,2
"1131107",55,253,12
"1131108",155,835,17
"1131109",44,138,8
"1131110",1,11,0
"1131111",84,445,16
"1131112",28,235,4
"1131113",13,101,0
"1131114",24,234,3
"1131115",173,528,23
"1131116",207,458,21
"1131117",785,988,25
"1131118",111,586,16
"1131119",51,719,13
"1131120",296,645,33
"1131121",233,762,14
"1131122",22,160,4
"1131124",0,3,0
"1131125",303,562,23
"1131126",66,284,11
"1131127",50,215,8
"1131128",356,170,7
"1131129",4,49,1
"1131130",159,541,19
"1131131",150,526,26
"1131132",6,14,0
"1131133",99,138,3
"1131134",17,167,4
"1131135",62,548,14
"1131136",0,1,1
"1131137",7,13,0
"1131138",0,0,0
"1131139",3,2,0
"1131140",0,0,0
"1131141A",0,0,0
"1131141B",0,0,0
"1131300",569,703,27
"1131301",548,739,24
"1131302",437,782,12
"1131303",3,37,1
"1131304",338,434,12
"1131305",293,424,16
"1131307",2,65,2
"1131308A",331,520,12
"1131308B",0,0,0
"1131309",10,113,1
"1131310",558,807,29
"1131311",641,662,20
"1131312",213,255,16
"1131313",29,144,3
"1131314",332,709,15
"1131315",5,2,1
"1131316",85,248,3
"1131317",0,0,0
"1131500",414,853,40
"1131501",589,820,32
"1131502",707,1349,48
"1131503",338,979,19
"1131504",595,735,24
"1131700",352,639,19
"1131701",413,541,18
"1131702",552,838,31
"1131703",448,857,42
"1131704",250,442,16
"1131705",398,623,24
"1131706",437,867,25
"1131707",47,154,1
"1131708",118,186,10
"1131709",374,1290,30
"1131710",71,572,10
"1131711",326,646,27
"1131712A",584,548,26
"1131712B",0,0,0
"1131713",309,247,19
"1131714",445,544,20
"1131715",191,499,16
"1131716",837,537,30
"1131717",654,1028,34
"1131718",461,398,18
"1131719",485,855,25
"1131720",656,866,32
"1131721",643,621,28
"1131722",472,937,34
"1131723",25,57,4
"1131724",12,41,0
"1131725",210,120,6
"1131726",448,545,25
"1131727",44,72,3
"1131728",306,393,21
"1131729",226,493,17
"1131730",0,0,0
"1131731",0,0,0
"1132000",1,0,0
"1132001",3,11,0
"1132002",360,469,23
"1132003",1012,928,43
"1132004",702,551,23
"1132005",323,378,15
"1132006",559,525,23
"1132007",1257,910,42
"1132008",618,491,22
"1132009",664,780,25
"1132010",492,513,27
"1132011",801,644,32
"1132012",594,593,27
"1132013",524,357,20
"1132014",246,131,4
"1132015",337,368,10
"1132016",1419,1018,42
"1132017",294,575,32
"1132018",354,271,17
"1132019",675,593,16
"1132020",735,1032,29
"1132021",1583,1050,47
"1132022",277,246,12
"1132023",434,455,16
"1132024",494,543,20
"1132025",1084,773,32
"1132026",1410,747,22
"1132027",744,433,20
"1132028A",0,0,0
"1132028B",0,0,0
"1132029",810,416,22
"1132030",1013,378,20
"1132031",794,1357,68
"1132032",374,716,49
"1132033",564,744,36
"1132034",628,496,20
"1132035",388,595,29
"1132036",858,803,50
"1132037",309,342,19
"1132038",899,1303,67
"1132039",726,1161,53
"1132040",575,640,29
"1132041",1625,1214,72
"1132042",934,1175,47
"1132043",681,849,36
"1132044",335,357,19
"1132045",572,772,18
"1132046",718,600,19
"1132047",827,792,51
"1132048",855,1323,58
"1132049",498,587,26
"1132050",538,555,29
"1132051",877,847,46
"1132052",615,385,27
"1132053",362,914,36
"1132054",345,985,41
"1132055",187,471,21
"1132056",530,391,22
"1132057",211,160,8
"1132058",346,394,23
"1132059",455,402,18
"1132060",1072,809,52
"1132061",988,975,66
"1132062",747,781,53
"1132063",294,238,16
"1132064",576,746,41
"1132065",630,1087,39
"1132066",613,489,16
"1132067",384,544,21
"1132068",582,1010,37
"1132069",932,1154,50
"1132070",443,544,22
"1132071",690,774,40
"1132072",836,1233,64
"1132073",268,468,21
"1132074",73,181,10
"1132076",0,0,0
"1132077",438,432,23
"1132078",0,0,0
"1132079",186,704,35
"1132200",950,415,17
"1132201",832,443,21
"1132202",943,433,28
"1132203",719,393,28
"1132220",966,310,19
"1132221",1783,688,38
"1132222",1489,593,47
"1132223",694,426,36
"1132224",549,610,41
"1132225",790,398,22
"1132226",1307,586,37
"1132300",259,516,22
"1132301",947,656,28
"1132302",200,649,30
"1132303",636,835,35
"1132305",994,1159,70
"1132306",387,449,24
"1132307",190,243,8
"1132308",51,122,4
"1132309",159,322,27
"1132310",737,625,37
"1132311",71,139,4
"1132312",7,23,0
"1132400",67,23,1
"1132401",1071,1050,54
"1132402",838,988,48
"1132403",2,0,0
"1132404",389,644,38
"1132405",1146,1065,60
"1132406",754,1120,46
