CNTYVTD,CraddickR_18G_RR Comm 1,McAllenD_18G_RR Comm 1,WrightL_18G_RR Comm 1
"2510019",2648,660,101
"2510020",260,207,27
"2510021",739,133,23
"2510022",1406,535,76
"2510023",988,178,30
"2510024",586,116,26
"2510025",515,168,23
"2510026",677,98,28
"2510027",1080,171,44
"2510028",847,176,48
"2510029",466,93,19
"2510030",529,79,16
"2510031",588,102,21
"2510032",1332,296,54
"2510033",509,96,28
"2510034",841,259,51
"2510035",1876,370,61
"2510036",254,168,15
"2530101",524,101,12
"2530102",44,33,1
"2530103",162,56,6
"2530201",625,195,11
"2530202",106,25,5
"2530203",135,17,6
"2530301",131,13,1
"2530302",501,59,13
"2530303",601,62,15
"2530401",682,89,11
"2530402",517,141,22
"2550001",414,340,23
"2550002",97,11,1
"2550003",98,5,2
"2550004",336,183,12
"2550005",223,121,9
"2550006",168,7,5
"2550007",337,34,7
"2550008",91,29,4
"2550009",115,17,3
"2550010",160,11,6
"2550011",231,88,6
"2550012",251,106,13
"2550013",29,1,2
"2550014",150,213,7
"2550015",25,17,1
"2570001",858,447,24
"2570002",516,134,16
"2570003",1750,712,72
"2570004",1853,596,33
"2570005",287,683,6
"2570006",913,192,27
"2570007",1672,1141,102
"2570008",549,365,21
"2570009",728,184,21
"2570010",1119,192,19
"2570011",806,291,29
"2570012",777,132,30
"2570013",966,680,34
"2570014",1179,691,46
"2570015",1149,198,23
"2570016",1255,205,22
"2570017",933,144,14
"2570018",964,207,24
"2570019",979,341,33
"2570020",574,165,20
"2570021",950,177,23
"2570022",559,88,18
"2570023",453,124,15
"2570024",545,196,15
"2570025",286,165,4
"2570026",139,456,13
"2570027",1456,591,55
"2570028",624,149,15
"2570029",804,923,47
"2570030",730,168,14
"2591010",1183,361,60
"2591110",2233,455,86
"2592020",1344,195,21
"2592080",1921,384,54
"2592120A",2151,475,69
"2592120B",26,6,1
"2593030",1410,228,39
"2593040",1810,429,56
"2593060",359,58,8
"2594050",1245,356,43
"2594070",195,37,2
"2594100",1727,394,58
"2610001",20,17,1
"2610002",17,20,3
"2610003",4,12,0
"2610004",21,7,1
"2610005",4,3,1
"2610006",5,9,0
"2630101",90,13,4
"2630201",17,2,2
"2630202",42,3,1
"2630301",51,10,1
"2630302",21,1,0
"2630401",59,10,1
"2650101",1432,325,38
"2650107",486,95,17
"2650109",731,156,21
"2650113",816,240,28
"2650118",179,48,10
"2650119",926,347,45
"2650202",1137,192,44
"2650211",470,147,22
"2650215",1496,301,44
"2650220",1520,273,43
"2650303",552,106,11
"2650308",256,80,5
"2650312",1506,569,82
"2650314",579,383,39
"2650404",543,61,24
"2650405",904,240,33
"2650406",1531,335,43
"2650410",165,13,3
"2650416",868,181,21
"2650417",855,213,33
"2670001",361,47,5
"2670002",162,25,2
"2670003",137,18,2
"2670004",180,23,2
"2670006",171,17,5
"2670007",204,17,10
"2670009",258,39,4
"2690001",30,2,0
"2690002",20,0,0
"2690003A",9,1,1
"2690003B",24,0,0
"2690004",34,3,0
"2710001",255,58,6
"2710002",142,98,14
"2710003",93,102,7
"2710004",294,56,6
"2730011",514,342,39
"2730012",390,227,27
"2730013",269,392,21
"2730014",87,108,11
"2730021",32,95,4
"2730022",207,235,20
"2730023",194,321,15
"2730024",262,274,22
"2730031",401,245,27
"2730032",238,249,16
"2730033",245,138,15
"2730034",197,113,13
"2730035",306,206,23
"2730041",40,145,5
"2730042",70,225,15
"2730043",254,368,40
"2730044",86,122,14
"2730045",59,240,17
"2750101",255,54,9
"2750201",92,18,1
"2750202",119,29,0
"2750301",153,42,5
"2750302",38,4,1
"2750401",184,70,6
"277001B",132,8,2
"277001C",143,20,2
"277001D",266,33,12
"277001E",358,62,17
"277001F",432,46,7
"277001G",220,38,7
"277001H",285,28,7
"277001I",51,6,1
"277002D",268,65,12
"277002E",274,49,4
"277002F",95,17,2
"277002G",288,72,9
"277003D",395,41,11
"277003E",647,61,17
"277003F",272,30,3
"277003G",284,34,6
"277003I",646,86,19
"277004B",804,117,30
"277004C",145,26,7
"277004D",773,47,15
"277004E",339,44,6
"277004F",800,130,29
"277004G",971,141,30
"2771A3B",256,126,15
"2771A5A",361,249,24
"2771E7C",460,110,19
"2772A1A",131,315,13
"2772B2A",163,296,15
"2772C3A",363,247,19
"2773C7G",1032,414,44
"2773H3C",251,92,7
"2774A6E",597,193,20
"2790001",327,77,10
"2790002",99,79,4
"2790003",263,46,0
"2790004",36,0,1
"2790005",155,34,4
"2790006",122,30,4
"2790007",43,3,0
"2790008",784,161,18
"2790009",318,113,22
"2790010",164,28,5
"2790011",297,47,5
"2790012",92,8,3
"2810001",743,252,27
"2810002",1514,302,60
"2810003",625,205,28
"2810004",531,112,27
"2810005",309,32,6
"2810006",279,33,5
"2810007",346,66,12
"2810008",746,188,30
"2810009",769,183,24
"2830001",223,198,7
"2830002",50,115,7
"2830003",85,186,8
"2830004",46,3,5
"2830005",113,164,3
"2830006",77,84,5
"283003A",8,1,0
"2850001",515,62,8
"2850002",713,138,11
"2850007",143,33,3
"2850008",403,52,9
"2850009",658,91,16
"2850011",174,20,3
"2850012",182,22,5
"2850015",96,15,1
"2850016",267,29,1
"2850017",185,18,6
"2850019",223,21,2
"2850020",50,10,2
"2850023",650,91,12
"2850026",92,29,0
"2850027",112,9,3
"2850029",577,85,6
"2850030",770,115,21
"2850031",600,72,17
"2850032",151,13,2
"2870101",590,231,31
"2870102",71,56,3
"2870103",116,13,4
"2870201",339,29,5
"2870202",763,139,23
"2870203",190,29,4
"2870301",62,7,2
"2870302",612,157,29
"2870303",505,171,35
"2870304",98,33,5
"2870401",282,103,8
"2870402",46,32,0
"2870403",132,36,3
"2870404",280,128,10
"2870405",253,47,13
"2890001",709,113,16
"2890002",200,22,2
"2890003",314,42,6
"2890004",442,66,5
"2890005",298,42,8
"2890006",699,61,11
"2890007",326,24,4
"2890008",477,77,13
"2890009",170,19,1
"2890010",525,42,6
"2890011",399,72,9
"2890012",343,108,8
"2890013",416,29,6
"2890014",108,19,2
"289001A",112,10,5
"289005A",31,1,0
"289014A",102,18,2
"2910001",274,39,7
"2910002",441,59,19
"2910003",1022,100,21
"2910004",242,49,3
"2910005",894,174,27
"2910006",424,44,8
"2910007",544,241,13
"2910008",899,105,38
"2910009",1081,118,29
"2910010",1132,299,37
"2910011",198,190,10
"2910012",465,152,19
"2910013",237,25,4
"2910014",203,38,5
"2910015",175,44,8
"2910016",189,21,4
"2910017",237,27,2
"2910018",134,391,7
"2910019",605,229,20
"2910020",21,337,5
"2910021",1464,179,36
"2910022",1171,367,41
"2910023",600,217,16
"2910024",306,51,12
"2910025",421,43,13
"2910026",807,180,29
"2910027",140,19,3
"2910028",309,29,5
"2910029",522,68,13
"2910030",565,225,18
"2930101",637,215,15
"2930102",329,28,4
"2930103",340,68,10
"2930104",374,56,8
"2930201",183,96,6
"2930202",58,158,2
"2930203",33,68,1
"2930204",225,53,10
"2930205",152,79,7
"2930206",192,33,3
"2930301",544,163,17
"2930302",219,67,6
"2930303",80,12,1
"2930304",309,52,6
"2930305",143,30,4
"2930401",422,283,16
"2930402",220,23,2
"2930403",157,32,5
"2930404",225,20,8
"2930405",176,19,8
"2930406",112,12,2
"2950106",128,11,8
"2950202",76,5,3
"2950207A",178,15,2
"2950207B",1,0,0
"2950303",228,25,2
"2950308",83,7,1
"2950404",181,36,4
"2950409",53,6,2
"2970001",202,29,5
"2970002",382,77,9
"2970003",208,138,12
"2970004",388,66,14
"2970005",166,19,3
"2970006",117,11,2
"2970007",16,4,0
"2970008",68,8,2
"2970009",314,87,16
"2970010",207,21,4
"2970011",42,1,0
"2970012",83,7,2
"2970013",275,27,5
"2970014",476,74,12
"2990101",162,41,9
"2990102",315,68,11
"2990108",460,150,29
"2990109",1938,382,53
"2990203",1032,248,42
"2990204",411,124,27
"2990205",324,95,16
"2990307",1342,394,49
"2990410",1837,403,103
"3010001",14,2,1
"3010002",7,2,0
"3010003",19,0,0
"3010004",6,2,0
"3030001",510,765,39
"3030002",424,402,20
"3030003",275,747,29
"3030004",69,261,11
"3030005",106,222,10
"3030006",37,469,10
"3030007",937,285,57
"3030008",359,741,61
"3030009",982,443,42
"3030010",145,264,30
"3030012",851,286,28
"3030013",626,320,30
"3030014",308,229,36
"3030015",496,510,45
"3030016",275,276,30
"3030017",135,212,29
"3030018",243,317,24
"3030019",196,428,24
"3030020",28,421,8
"3030021",511,360,34
"3030022",648,316,35
"3030023",462,278,31
"3030024",390,381,34
"3030025",258,358,26
"3030026",325,491,14
"3030027",745,550,63
"3030028",912,457,38
"3030029",404,342,25
"3030030",901,456,37
"3030031",732,142,28
"3030033",1604,247,38
"3030034A",220,52,4
"3030034B",1,0,0
"3030035",311,60,10
"3030036",734,246,26
"3030038",303,260,7
"3030039",955,162,38
"3030040",36,275,3
"3030041",1030,221,32
"3030043",252,25,9
"3030044",542,141,21
"3030045",166,47,9
"3030046",1475,193,43
"3030047",891,410,46
"3030049",280,355,25
"3030050",284,422,21
"3030051",33,17,5
"3030052",1367,472,61
"3030053",772,456,49
"3030054",1705,362,43
"3030056",180,60,4
"3030057",831,381,39
"3030058",594,192,24
"3030059",730,456,66
"3030060",597,163,19
"3030062",976,327,44
"3030063",34,16,3
"3030064",0,0,0
"3030065",298,103,10
"3030066",1351,277,33
"3030067",702,349,42
"3030069",4,2,0
"3030072",938,461,41
"3030075",595,123,19
"3030076",658,261,35
"3030078",1426,335,42
"3030092",129,41,2
"3030096",29,21,1
"3030102",285,20,6
"3030104",509,101,11
"3030109",1647,319,59
"3030110",1744,352,56
"3030111",652,131,22
"3030112",151,14,1
"3030113",574,488,44
"3030114",125,184,10
"3030117",28,0,0
"3030118",591,279,21
"3030119",750,545,49
"3030120",1372,227,54
"3030121",1343,214,32
"3030122",481,187,15
"3030123",835,257,43
"3030124",939,234,47
"3030125",1037,281,37
"3030126",623,223,26
"3030127",1115,365,44
"3030128",1000,199,36
"3030129",1378,427,53
"3030131",0,0,0
"3030132",5,1,0
"3030135",114,21,4
"3030138",116,19,1
"3030140",1748,390,56
"3030141",941,410,42
"3030142A",34,21,2
"3030142B",0,0,0
"3030148",0,0,0
"3030151",471,99,10
"3030152",429,350,22
"3030153",75,405,10
"3030154",1355,345,54
"3030155",1225,138,31
"3030159",0,0,0
"3030160",1,0,0
"3030175",50,9,1
"3030178",163,13,4
"3030181",0,0,0
"3050001A",96,29,4
"3050001B",10,1,0
"3050002",129,36,11
"3050003",183,58,3
"3050004",305,34,6
"3050005",20,3,2
"3050006",134,39,9
"3050007",28,1,0
"3050008",13,1,0
"3050009",191,20,5
"3050010",2,0,0
"3050011",48,2,0
"3050012",49,17,2
"3050013",67,13,2
"3050014",52,42,1
"3070101",653,78,17
"3070102",76,12,1
"3070201A",222,98,8
"3070201B",1,1,0
"3070202",89,16,1
"3070301",491,70,23
"3070302",138,9,3
"3070401",272,50,9
"3070402",188,19,7
"3070403",87,10,5
"3090001",63,92,6
"3090002",58,117,3
"3090003",451,710,61
"3090004",39,43,0
"3090005",63,214,1
"3090006",65,200,4
"3090007",212,389,24
"3090008",206,334,30
"3090009",102,259,13
"3090010",108,671,15
"3090011",950,388,37
"3090012",74,1225,13
"3090013",29,26,3
"3090014",53,512,8
"3090015",87,39,4
"3090016",234,84,7
"3090017",252,240,11
"3090018",97,138,18
"3090019",1240,518,57
"3090020",37,134,10
"3090021",72,156,11
"3090022",67,112,4
"3090023",1674,492,44
"3090024",308,126,7
"3090025",232,425,11
"3090026",107,181,11
"3090027",76,266,7
"3090028",345,277,19
"3090029",174,216,7
"3090030",532,463,49
"3090031",659,514,26
"3090032",414,145,18
"3090033",631,315,34
"3090034",556,294,22
"3090035",138,261,7
"3090036",454,207,27
"3090037",208,275,15
"3090038",132,160,13
"3090039",78,232,11
"3090040",673,452,44
"3090041",505,345,34
"3090042",154,322,18
"3090043",97,97,5
"3090044",1924,659,79
"3090045",98,140,6
"3090046",36,72,2
"3090047",104,127,11
"3090048",64,110,6
"3090049",98,108,10
"3090050",253,354,21
"3090051",1646,822,71
"3090052",435,186,15
"3090053",78,81,7
"3090054",235,100,7
"3090055",574,100,10
"3090056",121,234,9
"3090057",284,263,19
"3090058",751,566,37
"3090059",1629,458,61
"3090060",1810,805,73
"3090061",1364,555,49
"3090062",1879,935,101
"3090063",2050,532,57
"3090064",367,130,16
"3090065",484,104,12
"3090066",618,116,17
"3090067",1228,269,40
"3090068",520,112,15
"3090069",797,109,34
"3090070",199,19,8
"3090071",292,87,12
"3090072",419,119,17
"3090073",489,77,11
"3090074",363,66,11
"3090075",1555,320,58
"3090076",947,214,37
"3090077",711,125,28
"3090078",1514,446,49
"3090079",455,218,25
"3090080",1233,127,21
"3090081",1977,326,56
"3090082",1370,279,22
"3090083",268,58,11
"3090084",925,291,32
"3090085",166,208,16
"3090086",333,564,18
"3090087",270,350,12
"3090088",99,87,3
"3090089",7,17,1
"3090090",127,96,6
"3090091",938,284,28
"3110001",74,10,1
"3110003",102,10,3
"311002A",49,4,2
"311002B",56,1,0
"311004A",40,2,0
"311004B",53,7,3
"3130101",684,169,15
"3130202",792,198,12
"3130303",524,267,7
"3130404",996,94,40
"3150001",187,89,6
"3150002",475,102,12
"3150003",229,55,2
"3150004",175,74,4
"3150005",296,77,10
"3150006",272,143,6
"3150007",165,214,3
"3150008",382,111,11
"3150009",170,50,6
"3150010",102,70,5
"3170001",272,61,8
"3170002",205,66,12
"3170003",294,37,11
"3170004",247,54,12
"317003A",121,9,6
"317004A",107,1,1
"3190101",370,90,11
"3190210",272,82,11
"3190302",462,96,19
"3190405",398,94,17
"3210002",337,71,10
"3210004",596,104,13
"3210005",764,259,24
"3210006",617,166,19
"3210007",105,17,2
"3210008",334,82,8
"3210009",58,44,1
"3210010",178,29,5
"3210012",106,31,7
"3210013",142,98,2
"321001A",1086,269,34
"321001B",1104,378,56
"321001C",124,315,8
"321001D",254,215,12
"321001E",336,286,24
"321001F",195,118,10
"321003A",524,293,32
"321003B",321,73,5
"323001A",47,204,12
"323001B",289,670,47
"323001C",333,1076,85
"323002A",35,213,11
"323002BA",20,74,6
"323002BB",41,146,8
"323002BC",159,584,38
"323002C",108,417,52
"323002D",20,26,0
"323003A",361,851,66
"323003B",374,943,83
"323003C",112,105,14
"323004A",83,267,15
"323004B",365,758,53
"323004C",96,298,19
"323004D",115,505,23
"325001A",757,120,14
"325001B",832,130,22
"325001C",1142,414,34
"325001D",1066,288,27
"325002A",748,356,26
"325002B",1430,347,43
"325002C",1538,498,43
"325003A",437,141,7
"325003B",248,54,5
"325003C",787,349,21
"325003D",298,582,13
"325004A",659,179,22
"325004B",1201,452,40
"325004C",374,312,17
"3270001",111,43,0
"3270002",145,26,5
"3270003",166,34,4
"3270004",110,22,4
"3270005",38,3,1
"3270006",56,7,4
"3290101A",316,38,7
"3290101B",10,1,0
"3290102",1156,347,52
"3290103",980,263,51
"3290104",187,107,11
"3290105",472,205,26
"3290106",1065,372,67
"3290107",1279,236,43
"3290108",139,39,9
"3290109",161,118,9
"3290110",1647,187,47
"3290201",1001,163,37
"3290202",2431,236,110
"3290203",301,58,16
"3290204",1466,190,56
"3290205",612,72,30
"3290206",974,134,45
"3290207",1357,226,58
"3290208",277,107,22
"3290210",657,154,29
"3290211",1109,225,47
"3290212",655,189,35
"3290302",931,244,38
"3290303",51,39,10
"3290304",170,211,6
"3290305",113,251,18
"3290306",235,405,21
"3290307",419,160,29
"3290308",596,895,44
"3290309",56,33,4
"3290310",120,59,5
"3290401",458,57,10
"3290402",168,23,6
"3290403",1702,225,75
"3290404",1302,229,48
"3290405",1179,223,66
"3290406",877,140,28
"3290407",1173,272,49
"3290408",1132,105,43
"3290409",828,146,44
"3290410",685,61,25
"3290411",2195,168,83
"329108A",162,31,5
"329109A",0,0,0
"329307A",81,31,8
"329309A",12,1,0
"329402A",390,68,18
"3310101",989,263,39
"3310105",484,98,22
"3310203",189,38,8
"3310207",168,95,2
"3310210",259,64,8
"3310212",586,270,20
"3310316",310,76,12
"3310317",536,94,7
"3310318",864,339,28
"3310419",588,279,22
"3310420",823,263,34
"3330001",453,63,20
"3330002",234,24,13
"3330003",175,18,5
"3330006",141,15,3
"3330008",305,44,8
"3330009",297,42,15
"3330011",100,7,2
"3350001",428,70,7
"3350002",121,6,3
"3350003",375,83,9
"3350004",254,48,4
"3350025",165,54,5
"3350046",190,28,8
"3370002",1174,149,21
"3370003",658,56,20
"3370004",239,25,5
"3370005",427,46,10
"3370006",447,55,14
"3370007",542,70,15
"3370008",377,56,6
"3370009",566,85,10
"3370010",440,71,10
"3370011",435,67,11
"3370012",62,9,0
"3370013",512,60,14
"3370014",101,15,3
"3370015",233,20,11
"3370016",135,18,1
"3390001",1050,495,41
"3390002",837,274,23
"3390003",1942,966,79
"3390004",655,434,47
"3390005",174,20,2
"3390006",1520,630,35
"3390007",813,165,12
"3390008",1407,186,30
"3390009",886,155,14
"3390010",249,680,18
"3390011",760,194,21
"3390012",627,208,21
"3390013",2607,406,50
"3390014",1421,560,52
"3390015",2236,493,75
"3390016",1400,226,38
"3390017",1466,272,38
"3390018A",2084,429,57
"3390018B",1,0,0
"3390019",1636,307,32
"3390020",623,338,35
"3390021",1309,486,42
"3390022",2168,419,70
"3390023",1206,438,35
"3390024",1199,419,31
"3390025",1229,208,39
"3390026",663,190,23
"3390027",1566,565,58
"3390028",1506,237,34
"3390029A",1817,297,59
"3390029B",110,19,4
"3390029C",197,32,4
"3390030A",1972,297,48
"3390030B",48,6,0
"3390030C",100,15,3
"3390030D",78,11,1
"3390031",2044,750,71
"3390032",936,586,63
"3390033",1338,530,43
"3390034",2154,701,73
"3390035",2009,693,63
"3390036",1096,270,36
"3390037",915,301,22
"3390038A",2599,401,68
"3390038B",6,1,0
"3390038C",45,7,1
"3390038D",22,3,1
"3390038E",1,0,0
"3390038F",22,3,1
"3390039",2354,321,44
"3390040",2494,608,70
"3390041",1469,204,38
"3390042",316,41,8
"3390043",2355,472,76
"3390044",808,361,31
"3390045",1265,429,44
"3390046",2068,923,69
"3390047",1207,784,79
"3390048",1109,430,32
"3390049",965,457,42
"3390050",2017,319,41
"3390051",593,373,32
"3390052",1115,281,27
"3390053",1658,371,43
"3390054",498,154,9
"3390055",397,108,16
"3390056",1239,509,46
"3390057",1282,244,32
"3390058",1251,362,44
"3390059",837,243,27
"3390060",493,301,16
"3390061",1963,963,72
"3390062",1221,514,51
"3390063",2817,489,68
"3390064",680,193,20
"3390065",2398,388,49
"3390066",1729,287,24
"3390067",1030,533,51
"3390068",1884,648,81
"3390069",1760,841,50
"3390070",1242,514,45
"3390071",1883,766,80
"3390072",2543,325,26
"3390073",633,274,22
"3390074",963,273,38
"3390075",2394,1057,86
"3390076",2283,402,48
"3390077",2352,379,41
"3390078",2204,841,55
"3390079",788,382,52
"3390080",2124,749,78
"3390081",1765,689,45
"3390082",2288,730,53
"3390083",609,100,17
"3390084",1128,874,76
"3390085",1449,292,42
"3390086",2749,440,75
"3390087",1195,533,49
"3390088A",2133,1083,92
"3390088B",63,31,2
"3390089A",2707,538,88
"3390089B",33,6,1
"3390089C",6,0,0
"3390090",2408,399,55
"3390090B",8,0,0
"3390090C",13,1,0
"3390091A",757,90,20
"3390092",1483,867,65
"3390093",1271,415,47
"3390094",465,240,22
"3390095",1159,708,47
"3390096A",1457,739,67
"3390096B",0,0,0
"3390096C",76,39,3
"3410101",768,205,26
"3410201",747,130,15
"3410202",793,95,18
"3410203",33,7,0
"3410301",391,154,15
"3410401",436,51,11
"3410402",27,91,2
"3430101",70,214,3
"3430102",74,127,4
"3430103",229,125,13
"3430202",469,116,11
"3430203",347,129,10
"3430302",361,148,11
"3430303",514,96,10
"3430401",782,265,20
"3450001",141,1,1
"3450002",54,8,1
"3450003",14,1,0
"3450004",114,12,3
"3450005",75,8,0
"3450006",73,11,0
"3470012",923,168,28
"3470013",674,106,22
"3470014",1291,303,37
"3470015",740,122,14
"3470016",1319,298,39
"3470017",108,87,6
"3470021",810,211,22
"3470022",28,26,4
"3470023",94,81,16
"3470024",174,448,26
"3470025",31,24,0
"3470026",744,782,69
"3470027",38,546,13
"3470030",62,114,13
"3470031",184,229,19
"3470032",850,1137,114
"3470033",1920,892,119
"3470034",42,37,1
"3470041",280,248,15
"3470042",561,272,26
"3470043",606,178,31
"3470044",849,139,22
"3470045",419,57,7
"3470046",438,102,10
"3470047",494,55,15
"3490101",531,302,30
"3490103",801,207,27
"3490104",272,79,8
"3490105",141,14,3
"3490106",197,60,4
"3490107",356,162,22
"3490108",214,38,2
"3490109",172,46,10
"3490200",91,224,7
"3490201",14,271,4
"3490202",77,215,13
"3490203",771,300,22
"3490204",116,44,4
"3490205",694,109,22
"3490206",284,37,5
"3490300",613,381,19
"3490301",105,62,9
"3490303",458,121,13
"3490304",318,39,8
"3490305",212,56,8
"3490306",131,18,7
"3490307",212,42,3
"3490308",185,31,4
"3490400",760,184,26
"3490401",127,84,8
"3490402",836,173,27
"3490403",709,80,12
"3490404",473,98,11
"3490405",397,54,1
"3490406",132,14,3
"3510001",390,75,15
"3510002",136,25,1
"3510003",314,31,8
"3510004",75,22,3
"3510005",251,21,5
"3510006",206,171,9
"3510007",78,38,3
"3510008A",108,39,1
"3510008B",30,10,1
"3510009",103,41,0
"3510010",167,31,2
"3510011",282,36,9
"3510012",70,13,4
"3510013",364,51,11
"3510014",68,107,3
"3510015",172,38,2
"3510016",137,26,1
"3510017",10,34,2
"3510018",126,10,4
"3510019",114,11,4
"3510020",17,81,1
"3510021",139,22,6
"3510022",83,101,3
"3530001",327,108,16
"3530002",494,80,10
"3530003",515,168,19
"3530004",347,224,18
"3530005",78,21,1
"3530006",415,93,20
"3530007",160,8,4
"3530008",98,12,1
"3530009",631,112,24
"3550001",288,223,24
"3550002",632,552,37
"3550003",1100,863,56
"3550004",379,647,28
"3550005",555,353,33
"3550006",1043,460,68
"3550007",53,181,6
"3550008",1144,911,78
"3550009",551,292,26
"3550010",472,145,15
"3550011",142,139,6
"3550012",194,317,12
"3550013",65,314,20
"3550014",141,33,5
"3550015",177,127,9
"3550016",218,115,7
"3550017",520,728,58
"3550018",668,399,58
"3550019",1306,486,53
"3550020",409,832,41
"3550021",145,47,11
"3550022",86,99,2
"3550023",945,229,28
"3550024",50,189,5
"3550025",155,44,6
"3550026",1539,874,75
"3550027",107,128,7
"3550028",94,14,4
"3550029",992,714,60
"3550030",4,30,4
"3550031",29,141,3
"3550032",455,395,28
"3550033",42,114,7
"3550034",49,92,4
"3550035",42,245,5
"3550036",136,203,7
"3550037",137,388,16
"3550038",14,110,4
"3550039",112,121,8
"3550040",1750,513,76
"3550041",26,71,4
"3550042",159,93,6
"3550043",34,130,9
"3550044",36,194,7
"3550045",20,111,3
"3550046",15,54,5
"3550047",19,64,4
