CNTYVTD,HegarR_18G_Comptroller,ChevalierD_18G_Comptroller,SandersL_18G_Comptroller
"1573104",2076,785,82
"1573113",415,2215,56
"1573122",1792,665,80
"1573130",1572,1021,80
"1573132",1639,1102,93
"1573133",1596,682,59
"1573142",1377,970,84
"1573143A",650,466,26
"1573143B",7,5,0
"1573143C",63,45,2
"1573143D",75,53,3
"1573143E",214,153,9
"1573143F",269,192,10
"1573143G",313,224,13
"1573143H",314,225,13
"1573143I",124,89,5
"1573144",1737,878,45
"1573145",815,602,30
"1573146",1882,1479,91
"1573148",3017,1430,103
"1573149",2611,538,43
"1573150",994,2315,97
"1573156",1219,353,23
"1573159",848,672,40
"1573160",432,401,22
"1574011",614,383,23
"1574020",1293,583,75
"1574026",1009,870,38
"1574027",0,0,0
"1574028",740,719,42
"1574029",899,330,36
"1574030",1037,736,52
"1574035",475,524,36
"1574039",201,335,15
"1574042",494,175,12
"1574044",970,1281,48
"1574045",470,567,39
"1574046",967,938,48
"1574047",253,261,11
"1574049",674,1335,49
"1574062",1010,1231,57
"1574064",353,273,21
"1574065",1339,1582,78
"1574071",101,160,4
"1574079",141,114,4
"1574080",390,387,19
"1574082",2139,1336,109
"1574084",539,427,24
"1574086",390,836,32
"1574102",589,835,33
"1574105",551,529,18
"1574107",893,454,20
"1574110",775,702,37
"1574111",433,356,28
"1574117",1029,1651,100
"1574119",1401,688,34
"1574121",174,224,16
"1574124",828,1397,44
"1574125",762,1426,55
"1574126",760,1192,55
"1574127",798,927,49
"1574129",1816,1865,77
"1574131",675,465,43
"1574135",1676,2240,83
"1574140",1126,805,58
"1574147",669,1624,52
"1574155",350,948,32
"1574158",376,897,29
"1590101",533,88,15
"1590102",265,27,4
"1590201",309,33,11
"1590202",374,118,18
"1590301",402,52,18
"1590302",338,67,9
"1590401",628,93,15
"1590402",400,65,6
"1610001",1390,179,17
"1610002",570,193,15
"1610003",80,5,3
"1610004",221,27,3
"1610005",855,261,21
"1610006",277,34,6
"1610007",296,79,5
"1610008",287,50,3
"1610009",242,49,7
"1610010",203,9,5
"1610011",203,151,11
"1610012",61,22,0
"1610013",169,23,4
"1610014",209,43,4
"1610015",141,15,2
"1630001",181,296,33
"1630002",73,228,14
"1630003",44,233,12
"1630004A",295,247,28
"1630004B",2,1,0
"1630005",206,68,5
"1630006",180,76,7
"1630008",114,238,24
"1630009",156,265,32
"1630010",237,176,21
"1650002",754,92,17
"1650003",1129,89,19
"1650004",447,80,8
"1650005",123,13,0
"1650006",83,21,1
"1650007",100,66,5
"1650008",373,62,11
"1650009",273,29,2
"1670103",555,146,23
"1670104",424,92,13
"1670105",89,70,16
"1670142",653,557,31
"1670144",841,376,44
"1670146",902,583,55
"1670148",1079,677,63
"1670150",769,452,39
"1670151",1197,365,58
"1670152",2028,791,96
"1670159",1233,701,58
"1670165",1835,751,94
"1670166",1122,499,70
"1670167",2269,837,78
"1670168",0,0,0
"1670169",1,0,0
"1670170",1195,477,61
"1670172",220,61,5
"1670192",211,100,9
"1670193",985,425,62
"1670197",277,116,13
"1670218",888,925,69
"1670219",615,586,37
"1670220",1832,1059,87
"1670221",996,331,31
"1670223",758,808,77
"1670224",919,838,80
"1670225",1444,358,33
"1670226",859,390,47
"1670227",1330,296,58
"1670228",1577,279,50
"1670232",512,505,32
"1670258",1022,183,28
"1670263",2747,1125,173
"1670274",435,117,7
"1670275",198,63,11
"1670276",709,513,52
"1670277",1107,198,33
"1670278",1219,259,35
"1670279",551,101,25
"1670280",146,102,9
"1670281",84,28,3
"1670283",1137,632,64
"1670301",251,401,17
"1670306",1031,1496,128
"1670309",41,21,3
"1670311",78,382,19
"1670312",5,33,1
"1670314",460,1410,96
"1670315",627,1211,96
"1670316A",311,720,59
"1670316B",0,0,0
"1670330",406,796,39
"1670331",238,937,23
"1670334",98,488,17
"1670336",219,1855,27
"1670338",618,1104,52
"1670340",27,254,9
"1670341",255,272,27
"1670343",310,481,24
"1670345",40,289,11
"1670347",140,397,17
"1670389",98,195,4
"1670391",28,26,0
"1670394",8,14,0
"1670398",100,135,10
"1670399",56,69,3
"1670401",0,0,0
"1670439",1268,563,66
"1670453",1834,806,114
"1670454",1493,835,99
"1670455",663,364,31
"1670456",1751,436,63
"1670457",2080,561,100
"1670460",2584,598,98
"1670461",1775,465,72
"1670462",2301,626,80
"1670464",1226,459,65
"1670471",809,507,48
"1670482",97,9,3
"1670487",2301,1002,128
"1670488",1487,697,87
"1670490",1833,806,106
"1671051",159,169,16
"1671651",0,0,0
"1672321",0,0,0
"1672322",0,0,0
"1672323",236,29,4
"1672801",0,0,0
"1673061",0,1,0
"1673301",0,0,0
"1673311",73,107,4
"1674391",12,2,0
"1690001",256,32,7
"1690002",351,37,7
"1690003",199,29,10
"1690004",117,46,6
"1690005",59,13,0
"1690006",65,15,3
"1710001",1106,251,29
"1710002",621,140,23
"1710003",590,140,22
"1710004",1362,295,37
"1710005",1113,175,28
"1710006",421,74,15
"1710007",1386,267,46
"1710008",205,36,8
"1710009",128,17,2
"1710010",468,108,17
"1710012",1140,235,40
"1710013",955,183,34
"1710015",512,99,14
"1730001",152,3,5
"1730002",101,12,1
"1730003",108,4,2
"1730004",132,8,6
"1750011",253,194,12
"1750012",221,27,5
"1750021",270,191,15
"1750022",81,38,3
"1750031",351,80,14
"1750032",362,31,6
"1750041",184,29,3
"1750042",336,34,9
"1750043",195,24,5
"1770001",1009,262,30
"1770002",512,224,17
"1770003",511,169,10
"1770005",281,62,12
"1770007",218,36,2
"1770008",163,29,5
"1770009",280,217,12
"1770010",209,50,8
"1770011",132,14,2
"1770012",75,21,2
"1770013",161,27,3
"1770014",51,10,3
"1770015",182,18,3
"17704/6",365,120,10
"1790001",194,8,2
"1790002",1057,105,29
"1790003",77,3,0
"1790004",372,38,3
"1790005",1391,144,24
"1790006",1425,125,29
"1790007",712,109,38
"1810101",883,758,54
"1810102",344,728,43
"1810103",260,46,6
"1810104",484,84,13
"1810105",2469,541,88
"1810106",1136,233,51
"1810107",935,130,29
"1810108A",713,114,10
"1810108B",80,13,2
"1810201",1100,475,65
"1810202",1123,427,48
"1810203",227,196,16
"1810204",463,118,12
"1810205A",1741,370,48
"1810205B",0,0,0
"1810206",608,176,16
"1810207",476,87,14
"1810208",583,182,31
"1810209",549,106,22
"1810210",935,151,27
"1810301",535,302,24
"1810302",1829,878,86
"1810303",455,73,8
"1810304",1048,503,55
"1810305",667,126,22
"1810306",1827,267,45
"1810307",928,132,35
"1810308",547,68,18
"1810309",338,71,12
"1810401",346,349,20
"1810402",891,356,39
"1810403",1363,299,34
"1810404",1614,350,58
"1810405",157,80,10
"1810406",1324,194,38
"1810407",37,34,3
"1810408A",581,174,24
"1810408B",41,12,0
"1810409",1808,605,99
"1830001",692,232,30
"1830002",1558,504,63
"1830003",1394,470,51
"1830004",1638,390,40
"1830005",1599,407,33
"1830006",1158,167,39
"1830007",1336,290,36
"1830008",1752,532,51
"1830009",1765,564,65
"1830010",1203,609,48
"1830011",1727,506,39
"1830012",2111,258,50
"1830013",1016,323,36
"1830014",1929,320,45
"1830015",378,197,18
"1830016",1715,309,44
"1830017",164,189,2
"1830018",826,960,32
"1830019",218,1272,28
"1830020",256,870,23
"1830021",320,743,32
"1850001",972,162,19
"1850002",405,47,12
"1850003",157,418,13
"1850004",623,119,11
"1850005",607,171,20
"1850006",625,312,27
"1850007",469,99,13
"1850008",228,49,9
"1850009",185,37,4
"1850010",751,98,26
"1850011",137,18,3
"1850012",382,111,18
"1850014",705,169,26
"1850015",246,43,5
"1870101",259,86,16
"1870102A",402,151,22
"1870102B",6,2,0
"1870103",329,109,14
"1870104",286,192,25
"1870105",1147,297,45
"1870106",1325,505,48
"1870107",558,115,22
"1870108",271,146,10
"1870109",251,46,10
"1870110",86,55,4
"1870111",33,26,1
"1870112",67,129,13
"1870113",379,166,31
"1870114",283,143,18
"1870115",146,21,1
"1870116",992,292,29
"1870117",1772,643,82
"1870118",25,17,1
"1870119",824,218,35
"1870120",552,129,25
"1870121",60,22,2
"1870122",21,5,0
"1870123",0,1,0
"1870124",1,0,0
"1870125",89,19,0
"1870126",12,2,0
"1870127",10,4,1
"1870201",117,85,5
"1870202",127,293,25
"1870203",44,124,3
"1870204",247,334,29
"1870205",473,151,22
"1870206",357,551,41
"1870207",144,230,20
"1870208",1441,367,53
"1870209",81,219,11
"1870210",254,186,26
"1870211",41,35,4
"1870212",36,44,4
"1870213",837,324,55
"1870214",274,81,13
"1870215",375,139,13
"1870216",30,6,1
"1870217",28,35,2
"1870218",15,21,1
"1870219",26,20,3
"1870220",19,20,1
"1870221",11,5,0
"1870222",0,0,0
"1870223",76,72,9
"1870224",10,49,1
"1870225",0,9,1
"1870226",100,53,3
"1870301",1003,665,49
"1870302",1225,946,107
"1870303",521,245,30
"1870304",1420,806,78
"1870305",1351,916,89
"1870306",1478,853,54
"1870307",1431,957,107
"1870308",819,382,53
"1870401",651,175,37
"1870402",523,333,42
"1870403",753,472,70
"1870404",956,610,65
"1870405",882,184,27
"1870406",1003,163,29
"1870407",842,188,34
"1870408",1566,669,75
"1870409",1198,1287,109
"1870410",55,22,5
"1870411",1186,695,74
"1890101",123,40,8
"1890102",35,13,2
"1890103",68,78,6
"1890104",120,87,5
"1890105",49,26,7
"1890110",194,18,4
"1890111",221,67,11
"1890112",311,28,5
"1890202",32,52,5
"1890203",57,75,8
"1890204",138,114,5
"1890205",15,31,0
"1890206",11,9,1
"1890213",86,27,2
"1890214",299,127,24
"1890215",119,39,4
"1890304",341,102,9
"1890305",538,80,5
"1890306",11,18,2
"1890307",111,47,3
"1890308",21,8,0
"1890316",382,128,21
"1890317",68,14,1
"1890318",465,70,19
"1890406",148,102,8
"1890407",576,115,23
"1890408",306,64,11
"1890409",246,90,11
"1890419",106,8,0
"1890420",203,24,3
"1910101",128,43,4
"1910201",37,9,1
"1910202",178,34,3
"1910301",55,12,0
"1910302",129,22,2
"1910401",150,15,5
"1910402",86,18,1
"1930001",437,72,18
"1930004",56,10,0
"1930005",79,13,2
"1930007",671,128,18
"1930009",113,17,3
"1930012",120,7,4
"1930014",106,14,2
"1930015",98,5,1
"1930017",87,11,0
"1930022",553,98,10
"1930023",437,67,21
"1950001",329,25,14
"1950002",26,4,1
"1950003",155,2,2
"1950004",310,15,4
"1950005",264,15,5
"1950006",332,29,9
"1950007",29,0,0
"1950009",55,6,5
"1970001",250,46,7
"1970002",202,39,7
"1970003",204,42,4
"1970004",262,45,5
"1990001",552,229,16
"1990002",2068,266,47
"1990003",287,14,4
"1990004",388,33,5
"1990005",297,15,3
"1990006",2081,243,45
"1990007",395,29,2
"1990008",382,45,6
"1990009",1022,237,25
"1990010",928,435,21
"1990011",417,50,10
"1990012",445,61,11
"1990013",1155,80,27
"1990014",700,57,5
"1990015",882,109,22
"1990016",1036,96,25
"1990017",595,36,8
"1990018",2877,332,67
"1990019",510,64,9
"2010001A",618,1236,83
"2010001B",0,0,0
"2010002",383,731,46
"2010003",441,656,55
"2010004",460,802,54
"2010005",398,652,51
"2010006",925,1110,67
"2010007",20,381,4
"2010008",468,584,28
"2010009",206,760,51
"2010010",164,633,33
"2010011",142,633,21
"2010012",111,137,7
"2010013",855,436,44
"2010014",619,635,54
"2010015",1271,907,37
"2010016",439,696,42
"2010017",268,401,24
"2010018",479,525,30
"2010019",264,641,40
"2010020",336,910,60
"2010021",136,521,35
"2010022",179,935,40
"2010023",28,163,2
"2010024",60,347,14
"2010025",16,304,5
"2010026",212,868,42
"2010027",374,1365,89
"2010028",941,741,51
"2010029",279,640,37
"2010030",518,1325,71
"2010031",37,938,16
"2010032",599,1201,99
"2010033",809,1712,110
"2010034",437,1578,84
"2010035",1,2,0
"2010036",296,934,40
"2010037",589,1259,56
"2010038",737,1425,63
"2010039",585,1622,66
"2010040",187,198,6
"2010041",322,470,35
"2010042",13,380,10
"2010043",417,596,39
"2010044",189,706,39
"2010045",492,2350,84
"2010046",184,854,43
"2010047",33,529,14
"2010048",49,332,14
"2010049",1386,784,65
"2010050",1027,1254,62
"2010051",665,255,30
"2010052",686,1006,72
"2010053",877,1227,103
"2010054",542,623,47
"2010055",669,1087,84
"2010056",517,387,38
"2010057",994,1360,107
"2010058",908,1273,101
"2010059",834,1112,52
"2010060",490,1497,71
"2010061",199,561,27
"2010062",189,724,28
"2010063",744,203,28
"2010064",161,724,31
"2010065",145,700,35
"2010066",73,366,14
"2010067",226,987,37
"2010068",37,1319,36
"2010069",81,427,19
"2010070",1532,1152,78
"2010071",1631,1979,168
"2010072",262,734,33
"2010073",537,533,32
"2010074",1838,601,67
"2010075",535,731,58
"2010076",574,633,33
"2010077",1,4,1
"2010078",195,544,34
"2010079",228,903,39
"2010080",295,985,28
"2010081",239,624,36
"2010082",1347,614,59
"2010083A",700,1280,42
"2010083B",13,23,1
"2010084",476,200,19
"2010085",34,854,21
"2010086",1037,1403,110
"2010087",1241,773,51
"2010088",296,129,12
"2010089",468,340,17
"2010090",1757,667,82
"2010091",485,404,43
"2010092",1017,546,58
"2010093",396,920,42
"2010094",40,179,10
"2010095",1153,649,69
"2010096",137,838,22
"2010097",1889,673,58
"2010098",1412,291,33
"2010099",311,455,27
"2010100",264,317,18
"2010101",61,197,9
"2010102",150,470,15
"2010103",1204,1539,68
"2010104",28,898,11
"2010105",217,701,34
"2010106",38,45,2
"2010107",106,676,18
"2010108",708,777,41
"2010109",38,1088,19
"2010110",1003,877,41
"2010111",2153,1106,106
"2010112",1091,641,65
"2010113",734,757,25
"2010114",1770,715,76
"2010115",60,358,15
"2010116",1709,568,34
"2010117",260,544,30
"2010118",1024,1127,60
"2010119",2241,669,61
"2010120",1254,952,88
"2010121",311,177,9
"2010122",39,782,21
"2010123",223,719,36
"2010124",3326,1042,105
"2010125",658,639,36
"2010126",1910,343,35
"2010127",665,247,26
"2010128",980,629,39
"2010129",1777,1456,78
"2010130",1110,446,35
"2010131",206,843,26
"2010132",36,1045,15
"2010133",1089,872,54
"2010134",314,512,24
"2010135",1358,793,51
"2010136",77,1081,28
"2010137",769,452,36
"2010138",29,636,11
"2010139",1060,1389,85
"2010140",275,1626,66
"2010141",141,138,8
"2010142",93,292,9
"2010143A",0,0,0
"2010143B",298,206,7
"2010143C",1142,793,30
"2010144",16,422,9
"2010145",22,615,7
"2010146",551,795,52
"2010147",202,1243,30
"2010148",744,1074,48
"2010149",2010,1849,93
"2010150",16,577,13
"2010151",11,268,7
"2010152",219,844,38
"2010153",164,551,21
"2010154",199,823,40
"2010155",1619,984,53
"2010156",86,1496,39
"2010157",51,891,14
"2010158",29,1131,23
"2010159",82,423,14
"2010160",8,257,1
"2010161",21,447,11
"2010162",137,357,21
"2010163",381,843,49
"2010164",19,507,6
"2010165",831,600,51
"2010166",260,512,42
"2010167",1,3,0
"2010168",6,188,5
"2010169",32,949,17
"2010170",345,411,22
"2010171",38,585,18
"2010172",79,240,9
"2010173",1977,728,69
"2010174",1414,786,72
"2010175",911,856,47
"2010176",437,423,22
"2010177",594,588,37
"2010178",878,459,40
"2010179",456,552,47
"2010180",59,1069,22
"2010181",223,747,31
"2010182",1395,1269,74
"2010183",1139,672,41
"2010184",108,316,15
"2010185",261,707,21
"2010186",40,297,10
"2010187",21,78,7
"2010188",195,423,24
"2010189",557,486,43
"2010190",216,507,24
"2010191",123,295,15
"2010192",57,759,20
"2010193",22,456,24
"2010194",414,1102,62
"2010195",58,745,23
"2010196",17,121,10
"2010197",35,1062,13
"2010198",7,175,6
"2010199",1701,573,76
"2010200",1170,1464,78
"2010201",7,246,10
"2010202",20,512,9
"2010203",59,286,16
"2010204",1216,1131,90
"2010205",23,785,5
"2010206",508,1224,77
"2010207",218,521,36
"2010208",256,735,19
"2010209",0,0,0
"2010210",241,1419,55
"2010211",405,885,49
"2010212",99,379,9
"2010213",1930,505,35
"2010214",728,548,38
"2010215",899,739,45
"2010216",62,775,26
"2010217",1306,726,39
"2010218",352,1078,45
"2010219",108,1266,33
"2010220",526,299,29
"2010221",449,894,44
"2010222",964,1062,47
"2010223",407,1555,67
"2010224",703,908,42
"2010225",629,1068,54
"2010226",224,904,21
"2010227",970,318,25
"2010228",43,704,10
"2010229",90,233,11
"2010230",19,387,8
"2010231",212,808,33
"2010232",692,600,26
"2010233",1369,1956,117
"2010234",2139,819,34
"2010235",22,537,14
"2010236",33,714,25
"2010237",25,768,13
"2010238",22,706,17
"2010239",37,735,20
"2010240",38,1005,15
"2010241",268,633,15
"2010242",288,372,23
"2010243",1,254,0
"2010244",764,909,51
"2010245",1426,975,70
"2010246",1409,996,63
"2010247",24,608,14
"2010248",141,485,24
"2010249",768,436,33
"2010250",13,343,6
"2010251",90,888,18
"2010252",24,939,19
"2010253",17,780,14
"2010254",112,468,22
"2010255",693,878,52
"2010256",542,1166,65
"2010257",288,1000,32
"2010258",1632,624,47
"2010259",36,1139,22
"2010260",339,406,21
"2010261",156,409,20
"2010262",1180,1011,73
"2010263",1737,800,64
"2010264",748,786,59
"2010265",1687,650,44
"2010266",323,589,31
"2010267",201,375,18
"2010268",963,704,38
"2010269",1181,389,16
"2010270",1107,1104,79
"2010271",35,1276,28
"2010272",311,759,31
"2010273",1336,400,22
"2010274",889,536,45
"2010275",126,578,22
"2010276",22,1020,19
"2010277",257,490,25
"2010278",541,758,37
"2010279",507,391,28
"2010280",189,478,19
"2010281",744,763,42
"2010282",678,570,50
"2010283A",390,2344,73
"2010283B",3,24,0
"2010284",606,1122,42
"2010285",101,1174,31
"2010286",166,1757,41
"2010287",552,626,49
"2010288",20,961,26
"2010289",247,474,27
"2010290",628,237,22
"2010291",298,397,20
"2010292",74,556,18
"2010293",446,678,40
"2010294",12,816,18
"2010295",12,295,4
"2010296",473,454,37
"2010297",308,558,18
"2010298",606,650,46
"2010299",176,434,29
"2010300",2716,952,74
"2010301",328,597,32
"2010302",702,708,28
"2010303",1831,547,51
"2010304",852,627,45
"2010305",686,1795,80
"2010306",888,403,35
"2010307",1294,653,80
"2010308",144,494,28
"2010309",1975,588,48
"2010310",576,312,21
"2010311",626,667,37
"2010312",1011,970,53
"2010313",13,12,0
"2010314",1792,1548,77
"2010315",604,434,34
"2010316",531,442,37
"2010317",144,444,19
"2010318",121,1788,44
"2010319",69,970,22
"2010320",221,447,16
"2010321",257,750,32
"2010322",145,301,17
"2010323",342,542,37
"2010324",1105,697,56
"2010325",181,684,29
"2010326",117,221,5
"2010327",32,684,16
"2010328",176,384,20
"2010329",232,526,17
"2010330",514,644,45
"2010331",859,668,36
"2010332",173,1572,47
"2010333",1383,605,80
"2010334",57,242,10
"2010335",153,498,25
"2010336",301,2655,83
"2010337",58,373,16
"2010338",585,1282,49
"2010339",185,711,25
"2010340",1670,691,73
"2010341",127,402,20
"2010342",78,348,6
"2010343",200,823,43
"2010344",24,437,10
"2010345",137,620,34
"2010346",0,0,0
"2010347",975,785,69
"2010348",631,334,25
"2010349",389,282,24
"2010350",578,1242,60
"2010351",2323,765,64
"2010352",1489,660,48
"2010353",336,1653,50
"2010354",411,1268,49
"2010355",87,829,18
"2010356",969,853,69
"2010357",1555,625,62
"2010358",101,775,27
"2010359",115,851,28
"2010360",1001,1337,70
"2010361",146,1117,27
"2010362",2036,989,80
"2010363",752,1374,63
"2010364",639,828,47
"2010365",97,764,17
"2010366",262,1019,28
"2010367",127,438,24
"2010368",119,335,10
"2010369",50,93,10
"2010370",1933,915,74
"2010371",5,210,3
"2010372",60,538,12
"2010373",4,54,3
"2010374",80,205,10
"2010375",345,612,40
"2010376",356,583,17
"2010377",1246,441,51
"2010378",539,356,28
"2010379",109,901,21
"2010380",1439,1638,98
"2010381",511,941,60
"2010382",309,205,21
"2010383",309,691,27
"2010384",325,1011,22
"2010385",1173,347,24
"2010386",1231,531,45
"2010387",1355,654,52
"2010388",1439,1788,83
"2010389",76,663,36
"2010390",123,774,29
"2010391",660,508,41
"2010392",17,627,8
"2010393",233,314,35
"2010394",101,186,18
"2010395",808,419,49
"2010396",33,980,11
"2010397",106,202,11
"2010398",888,1154,70
"2010399",497,917,32
"2010400",1017,597,30
"2010401",55,931,17
"2010402",64,937,16
"2010403",637,538,43
"2010404",526,626,42
"2010405",1079,389,37
"2010406",5,234,5
"2010407",1312,945,73
"2010408",204,453,13
"2010409",171,463,21
"2010410",72,328,5
"2010411",226,647,21
"2010412",5,162,7
"2010413",623,1111,52
"2010414",1231,457,30
"2010415",992,495,48
"2010416",891,1104,88
"2010417",504,688,35
"2010418",509,1030,48
"2010419",777,610,39
"2010420",2370,530,66
"2010421",578,736,33
"2010422",55,1410,38
"2010423",103,380,11
"2010424",372,351,16
"2010425",73,221,7
"2010426",336,314,19
"2010427",176,324,13
"2010428",618,1502,55
"2010429",298,827,33
"2010430",126,563,16
"2010431",323,1222,42
"2010432",147,389,21
"2010433",34,161,9
"2010434",559,480,34
"2010435",1342,881,63
"2010436",1338,1142,98
"2010437",935,475,34
"2010438",1642,730,82
"2010439",1550,797,72
"2010440",1565,485,48
"2010441",792,309,24
"2010442",2185,570,64
"2010443",344,112,13
"2010444",1132,972,65
"2010445",716,523,41
"2010446",34,76,2
"2010447",1690,1179,94
"2010448",1144,896,91
"2010449",4,64,2
"2010450",341,922,34
"2010451",1435,407,30
"2010452",1483,874,68
"2010453",272,699,34
"2010454",25,981,19
"2010455",27,587,10
"2010456",809,725,35
"2010457",0,0,0
"2010458",63,945,26
"2010459",1875,601,52
"2010460",378,1416,48
"2010461",1694,1008,66
"2010462",640,1324,62
"2010463",615,1252,68
"2010464",741,559,49
"2010465",775,1129,43
"2010466",1144,1210,52
"2010467",133,477,15
"2010468",421,1375,51
"2010469",1338,383,33
"2010470",461,178,24
"2010471",973,290,26
"2010472",303,446,19
"2010473",771,386,34
"2010474",1011,604,64
"2010475",355,544,14
"2010476",625,684,33
"2010477",1587,827,72
"2010478",1443,992,74
"2010479",1646,592,68
"2010480",1134,586,48
