CNTYVTD,BrownR_18G_Sup Ct 6,ChengD_18G_Sup Ct 6
"4910436",366,119
"4910455",470,911
"4910456",365,457
"4910463",1083,1955
"4910480",1157,1897
"4910484",1577,1862
"4910488",957,864
"4910489",1443,1568
"4910490",599,602
"4910491",1321,1771
"4930101",809,477
"4930102",395,578
"4930103",582,330
"4930104",405,147
"4930205",730,260
"4930206",784,480
"4930207",860,326
"4930208",313,42
"4930209",266,20
"4930310",343,49
"4930311",952,162
"4930312",1266,210
"4930313",1229,301
"4930414",1055,207
"4930415",1856,378
"4930416",1132,430
"4950101",304,78
"4950201",91,25
"4950202",308,45
"4950301",319,71
"4950401",99,100
"4970001",1015,165
"4970002",1324,330
"4970003",407,51
"4970004",139,39
"4970005",836,140
"4970006",829,208
"4970007A",342,87
"4970007B",340,91
"4970008",1192,216
"4970009",1101,129
"4970010",285,46
"4970011",279,35
"4970012",757,116
"4970013",422,120
"4970014",839,182
"4970015",673,86
"4970016",1127,184
"4970017",1422,219
"4970018",374,81
"4970019",209,48
"4970020",596,84
"4970022",519,78
"4970023",892,149
"4970024",1481,366
"4970025",53,16
"4970027",1689,317
"49901-1",1305,255
"49901-2",1328,208
"49901-3",1029,161
"49901-4",353,29
"49902-1",214,19
"49902-2",1664,331
"49902-3",1344,297
"49903-1",577,97
"49903-2",1738,287
"49903-3",1436,353
"49904-1",403,53
"49904-2",1189,188
"49904-3",1305,230
"49904-4",296,24
"5010101",425,62
"5010202",425,71
"5010303",214,37
"5010305",113,40
"5010404",238,47
"5010406",142,51
"5030005",1429,229
"5030006",127,8
"5030007",98,7
"5030010",218,24
"5030016",156,3
"5030020",108,15
"5030022",1769,178
"5030023",899,151
"5030024",717,167
"5050001",192,361
"5050002",118,270
"5050003",226,322
"5050004",112,245
"505001A",6,24
"505001B",9,31
"505002A",54,93
"5070001",64,154
"5070002",135,627
"5070003",83,604
"5070004",175,329
"507001A",52,261
"507004A",58,187
