CNTYVTD,DevineR_18G_Sup Ct 4,SandillD_18G_Sup Ct 4
"4910490",599,601
"4910491",1337,1750
"4930101",817,469
"4930102",403,565
"4930103",576,336
"4930104",408,142
"4930205",721,267
"4930206",779,482
"4930207",868,320
"4930208",307,48
"4930209",261,23
"4930310",345,47
"4930311",961,154
"4930312",1267,203
"4930313",1230,301
"4930414",1062,204
"4930415",1868,367
"4930416",1148,416
"4950101",308,75
"4950201",88,28
"4950202",303,45
"4950301",316,73
"4950401",105,96
"4970001",1019,159
"4970002",1331,323
"4970003",404,53
"4970004",139,39
"4970005",831,145
"4970006",834,205
"4970007A",344,86
"4970007B",342,88
"4970008",1190,217
"4970009",1103,124
"4970010",287,44
"4970011",278,36
"4970012",755,114
"4970013",423,119
"4970014",841,183
"4970015",673,82
"4970016",1130,183
"4970017",1421,215
"4970018",380,76
"4970019",207,51
"4970020",599,81
"4970022",521,76
"4970023",892,151
"4970024",1481,369
"4970025",55,14
"4970027",1688,316
"49901-1",1302,255
"49901-2",1330,207
"49901-3",1033,155
"49901-4",353,29
"49902-1",213,19
"49902-2",1666,330
"49902-3",1340,298
"49903-1",576,97
"49903-2",1743,285
"49903-3",1439,351
"49904-1",405,50
"49904-2",1188,188
"49904-3",1299,234
"49904-4",296,24
"5010101",425,62
"5010202",432,66
"5010303",212,38
"5010305",109,43
"5010404",236,50
"5010406",141,52
"5030005",1427,229
"5030006",128,7
"5030007",97,8
"5030010",217,25
"5030016",153,3
"5030020",108,15
"5030022",1772,177
"5030023",907,150
"5030024",712,171
"5050001",190,366
"5050002",119,266
"5050003",240,309
"5050004",117,243
"505001A",6,24
"505001B",9,31
"505002A",52,92
"5070001",66,152
"5070002",135,619
"5070003",87,590
"5070004",185,321
"507001A",55,255
"507004A",57,187
