CNTYVTD,AbbottR_18G_Governor,ValdezD_18G_Governor,TippettsL_18G_Governor
"0510301",627,141,6
"0510305",295,55,3
"0510308",224,55,2
"0510309",408,70,5
"0510406",344,217,2
"0510410",870,178,17
"0530001",810,137,17
"0530002",1194,369,22
"0530003",455,153,14
"0530004",1117,338,34
"0530005",525,175,6
"0530006",295,84,10
"0530007",346,75,5
"0530008",615,106,12
"0530009",1359,290,27
"0530010",686,165,17
"0530011",219,23,5
"0530012",787,196,25
"0530013",422,111,19
"0530014",288,44,8
"0530015",353,83,7
"0530016",259,57,4
"0530017",924,167,17
"0530018",491,162,14
"0530019",1894,449,41
"0530020",1458,528,36
"0550100",126,137,6
"0550101",208,184,10
"0550102",303,100,5
"0550103",737,490,24
"0550104",205,77,6
"0550105",25,33,1
"0550107",0,0,0
"0550108",30,24,1
"0550109",12,1,0
"0550110",38,25,1
"0550111",290,210,6
"0550112",0,0,0
"0550113",0,0,0
"0550114",0,0,0
"0550115",0,0,0
"0550116",0,0,0
"0550117",0,0,0
"0550118",50,31,1
"0550201",318,143,12
"0550202",433,174,5
"0550203",442,147,8
"0550204",603,147,14
"0550205",150,26,2
"0550206",271,165,5
"0550301",271,274,15
"0550302",401,356,10
"0550303",269,167,13
"0550305",154,94,5
"0550306",84,73,6
"0550307",0,0,0
"0550400",24,19,0
"0550401",132,261,11
"0550402",332,503,12
"0550404",362,347,20
"0550405",379,209,15
"0550407",2,4,0
"0550408",2,7,0
"0550409",13,5,0
"0550410",0,0,0
"0550412",57,76,11
"0570001",49,102,3
"0570002",157,177,8
"0570003",12,17,0
"0570004",141,82,0
"0570005",124,29,3
"0570006",227,51,4
"0570007",142,114,7
"0570008",70,109,2
"0570009",11,13,0
"0570010",47,24,0
"0570011",151,50,2
"0570012",607,151,8
"0570013",8,10,0
"0570014",46,32,2
"0570015",58,41,0
"0570016",347,169,8
"0570017",252,105,7
"0570018",149,36,6
"0570019",281,43,1
"0570020",20,11,1
"0570021",58,21,1
"0570022",127,30,2
"0570023",139,37,0
"0570024",655,115,11
"0570025",531,58,6
"0590001",1072,137,13
"0590002",930,106,11
"0590003",982,116,11
"0590004",812,37,12
"0590005",77,6,0
"0590006",360,51,3
"0590007",242,33,4
"0610001",409,391,12
"0610002",180,91,1
"0610003",375,498,9
"0610004",734,683,20
"0610005",62,142,3
"0610006",94,291,1
"0610007",32,107,4
"0610008",50,122,2
"0610009",174,497,14
"0610010",138,362,7
"0610011",197,428,10
"0610012",440,533,16
"0610013",82,140,4
"0610014",274,513,11
"0610015",324,527,20
"0610016",227,215,6
"0610017",437,714,17
"0610018",360,465,14
"0610019",259,369,8
"0610020",354,207,5
"0610021",328,478,7
"0610022",319,497,11
"0610023",50,35,2
"0610024",130,273,1
"0610025",106,169,1
"0610026",679,478,14
"0610027",339,571,7
"0610028",302,280,6
"0610029",759,435,18
"0610030",314,191,5
"0610031",58,75,5
"0610032",577,468,10
"0610033",77,138,1
"0610034",58,42,2
"0610035",373,230,10
"0610036",409,409,13
"0610037",132,312,7
"0610038",180,193,12
"0610039",160,235,3
"0610040",370,480,7
"0610041",483,888,15
"0610042",130,243,4
"0610043",158,227,7
"0610044",998,607,25
"0610045",161,444,14
"0610046",502,835,16
"0610047",110,229,6
"0610048",284,326,5
"0610049",120,156,7
"0610050",942,870,14
"0610051",152,198,1
"0610052",795,394,28
"0610053",244,662,19
"0610054",724,1097,29
"0610055",535,682,17
"0610056",518,356,12
"0610057",178,113,2
"0610058",728,566,6
"0610059",64,125,2
"0610060",119,173,4
"0610061",373,567,18
"0610062",399,705,21
"0610063",237,493,5
"0610064",594,478,13
"0610065",483,536,11
"0610066",945,772,26
"0610067",1009,561,26
"0610068",185,465,12
"0610069",361,808,19
"0610070",85,241,6
"0610071",295,780,17
"0610072",480,773,25
"0610073",627,1006,27
"0610074",437,875,28
"0610075",270,686,17
"0610076",223,277,7
"0610077",217,638,23
"0610078",683,563,21
"0610079",695,595,11
"0610080",1308,775,23
"0610081",298,293,6
"0610082",213,461,15
"0610083",269,234,5
"0610084",569,374,20
"0610085",316,205,5
"0610086",158,304,12
"0610087",589,324,4
"0610095",140,184,3
"0610096",148,339,11
"0610097",81,160,4
"0610098",824,1285,31
"0610099",60,75,2
"0610100",811,1239,36
"0610101",148,183,7
"0610102",385,426,13
"0610103",50,71,2
"0610104",28,44,0
"0610105",10,15,0
"0610106",462,573,15
"0610107",75,133,7
"0610108",0,0,0
"0610109",0,0,0
"0631001",690,250,12
"0632002",947,214,12
"0633003",434,356,8
"0634004",745,208,9
"0650101",271,31,4
"0650102",51,0,0
"0650103",209,33,2
"0650201",563,44,16
"0650301",365,33,4
"0650302",177,14,0
"0650401",396,47,9
"0650402",170,5,1
"0670001",1350,319,16
"0670002",181,48,1
"0670004",162,66,2
"0670005",391,79,5
"0670006",255,27,3
"0670007",804,194,5
"0670009",430,138,2
"0670011",250,97,4
"0670012",323,112,1
"0670014",958,164,9
"0670015",301,35,3
"0670016",242,28,2
"0670017",1450,229,14
"0670018",292,12,1
"0670019",233,19,4
"0670021",141,16,2
"067013T",441,290,2
"067020E",119,17,0
"0690101",119,102,1
"0690105",23,5,0
"0690201",137,106,2
"0690206",69,11,0
"0690301",385,71,11
"0690307",75,8,0
"0690401",87,46,1
"0690408",331,22,3
"0710001",296,52,4
"0710002",273,124,7
"0710003",168,97,6
"0710004",1821,208,33
"0710005",1243,151,21
"0710006",863,227,11
"0710007",958,180,13
"0710008",2230,279,31
"0710009",155,23,6
"0710010",2096,270,27
"0710011",960,260,18
"0710012",527,171,6
"0710013",0,0,0
"0710014",201,27,2
"0710015",714,391,18
"0730012",591,130,8
"0730013",569,51,10
"0730014",759,60,2
"0730015",1201,385,14
"0730022",236,75,3
"0730023",541,61,6
"0730024",680,210,9
"0730025",426,78,5
"0730026",398,151,6
"0730027",499,146,5
"0730028",307,27,1
"0730032",400,55,6
"0730033",731,172,8
"0730034",724,76,7
"0730035",474,116,7
"0730036",843,138,10
"0730037",133,77,0
"0730038",121,115,5
"0730042",118,353,5
"0730043",307,188,7
"0730044",709,68,16
"0730045",296,101,1
"0730046",369,60,2
"0730047",173,10,6
"0730048",328,29,4
"0750101",349,35,3
"0750201",426,38,1
"0750301",327,77,6
"0750401",443,54,3
"0770001",413,65,5
"0770006",200,42,2
"0770008",405,48,6
"0770009",248,34,2
"0770010",153,18,2
"0770011",455,33,1
"0770012",169,25,1
"0770013",75,15,1
"0770014",96,12,0
"0770015",178,30,2
"0770017",518,68,7
"0770020",254,10,1
"0770024",172,11,0
"0770026",104,10,0
"0770027",229,22,0
"0770032",138,6,0
"0790101",136,33,3
"0790202",203,38,2
"0790303",36,1,0
"0790306",112,29,2
"0790404",63,21,0
"0810001",308,26,11
"0810002",353,27,2
"0810003",301,34,1
"0810004",225,31,1
"0830001",716,64,3
"0830002",520,82,8
"0830003",567,74,5
"0830004",761,84,8
"083002E",210,24,4
"0850001",962,740,42
"0850002",1115,977,44
"0850003",185,668,10
"0850004",740,261,18
"0850005",510,213,27
"0850006",1794,1460,72
"0850007",467,360,25
"0850008",1027,328,22
"0850009",1749,1083,74
"0850010",355,69,7
"0850011",1706,427,33
"0850012",825,369,23
"0850013",1833,440,35
"0850014",759,854,28
"0850015",447,415,20
"0850016",1170,447,26
"0850017",999,547,18
"0850018",374,84,4
"0850019",668,387,24
"0850020",445,111,5
"0850021",1459,1155,66
"0850022",1769,345,29
"0850023",337,834,21
"0850024",442,719,23
"0850025",1834,1456,63
"0850026",509,448,15
"0850027",898,606,25
"0850028",825,708,33
"0850029",695,252,21
"0850030",2106,1255,86
"0850031",935,505,37
"0850032",977,628,37
"0850033",1646,530,40
"0850034",1225,1327,36
"0850035",699,130,12
"0850036",880,400,24
"0850037",951,136,15
"0850038",2022,1839,67
"0850039",751,855,36
"0850040",1430,684,60
"0850041",1694,556,31
"0850042",675,197,13
"0850043",1589,1371,63
"0850044",344,328,17
"0850045",1070,551,19
"0850046",603,835,37
"0850047",819,703,52
"0850048",1156,949,52
"0850049",981,513,25
"0850050",493,962,26
"0850051",281,518,31
"0850052",700,1316,32
"0850053",916,560,32
"0850054",711,938,43
"0850055",913,1168,44
"0850056",2103,1134,67
"0850057",1450,989,57
"0850058",1028,950,36
"0850059",1410,871,44
"0850060",1108,362,24
"0850061",706,416,13
"0850062",783,722,35
"0850063",891,490,27
"0850064",856,698,43
"0850065",414,305,14
"0850066",691,553,26
"0850067",837,677,42
"0850068",590,515,26
"0850069",1407,1022,44
"0850070",822,430,23
"0850071",655,507,22
"0850072",581,356,22
"0850073",419,554,26
"0850074",620,497,24
"0850075",858,395,26
"0850076",1305,835,44
"0850077",1002,1019,33
"0850078",908,814,47
"0850079",799,610,30
"0850080",1139,892,52
"0850081",862,840,43
"0850082",807,631,36
"0850083",1960,810,56
"0850084",828,629,23
"0850085",894,900,27
"0850086",1043,729,37
"0850087",1950,1832,56
"0850088",312,725,27
"0850089",1632,1423,45
"0850090",1429,630,36
"0850091",779,598,37
"0850092",905,792,42
"0850093",135,15,0
"0850094",1315,1190,45
"0850095",966,852,39
"0850096",287,293,14
"0850097",754,198,14
"0850098",475,225,10
"0850099",74,66,4
"0850100",8,3,0
"0850101",1200,862,51
"0850102",1244,454,35
"0850103",290,354,14
"0850104",374,770,26
"0850105",434,278,4
"0850106",644,484,24
"0850107",1150,937,50
"0850108",914,823,29
"0850109",1385,835,36
"0850110",989,710,37
"0850111",1825,961,37
"0850112",1084,756,33
"0850113",1002,789,31
"0850114",678,169,15
"0850115",1007,877,34
"0850116",1813,1159,32
"0850117",1268,1026,47
"0850118",1681,864,42
"0850119",1988,1386,67
"0850120",1424,780,36
"0850121",686,985,18
"0850122",2200,835,48
"0850123",783,493,13
"0850124",943,800,28
"0850125",1444,1475,60
"0850126",1521,1054,45
"0850127",1158,930,42
"0850128",2476,655,48
"0850129",1339,911,35
"0850130",1163,1031,45
"0850131",2338,1121,55
"0850132",874,831,21
"0850133",724,545,28
"0850134A",1457,1364,43
"0850134B",4,4,0
"0850134C",0,0,0
"0850135",1196,1115,44
"0850136",767,496,19
"0850137",786,453,13
"0850138",614,268,19
"0850139",1151,1250,55
"0850140",2002,779,41
"0850141",1129,892,41
"0850142",1003,816,49
"0850143",839,407,16
"0850144",976,669,21
"0850145",471,468,20
"0850146",1382,1187,53
"0850147",535,468,23
"0850148",0,2,0
"0850149",1459,928,49
"0850150",402,231,2
"0850151",470,464,14
"0850152",15,33,0
"0850153",1712,1187,57
"0850154",508,55,6
"0850155",942,551,28
"0850156",1220,812,30
"0850157",1247,1030,36
"0850158",726,762,28
"0850159",1415,1334,49
"0850160",201,20,3
"0850161",125,63,2
"0850162",150,19,0
"0850163",1182,936,42
"0850164",547,244,8
"0850165",405,188,16
"0850166",1296,1008,28
"0850167",1359,1421,44
"0850168",838,299,28
"0850169",923,818,39
"0850170",692,325,30
"0850171",1696,1166,44
"0850172",1154,555,27
"0850173",298,113,12
"0850174",1281,914,43
"0850175",652,328,21
"0850176",726,944,35
"0850177",1385,966,45
"0850178",995,258,20
"0850179",2593,671,42
"0850180",195,97,7
"0850181",570,278,11
"0850182",2,2,0
"0850183",46,8,3
"0850184",0,0,0
"0850185",18,13,2
"0850186",56,5,0
"0850187",250,25,2
"0850188",34,5,1
"0850189",371,45,5
"0850190",38,4,3
"0850191",164,37,1
"0850192",769,179,13
"0850193",394,83,7
"0850194",13,4,0
"0850195",435,83,14
"0850196",641,358,26
"0850197",328,392,14
"0850198",61,16,0
"0850199",692,170,11
"0850200",2,1,0
"0850201",2,1,0
"0850202",5,3,0
"0850203",1363,545,37
"0850204",166,68,2
"0850205",16,1,0
"0850206",647,287,7
"0850207",1349,782,38
"0850208",620,219,13
"0850209",283,175,6
"0850210",458,499,25
"0850211",1899,1451,63
"0850212",1079,957,28
"0850213",1001,827,34
"0850214",1770,377,22
"0850215",699,279,16
"0850216",2019,722,29
"0850217",710,334,21
"0850218",1167,862,27
"0850219",969,577,21
"0850220",899,879,18
"0850221",1922,773,44
"0850222",961,820,26
"0850223",746,401,20
"0850224",2641,755,40
"0850225",1047,995,29
"0850226",1327,1049,49
"0870101",270,35,8
"0870201",135,18,1
"0870202",26,2,1
"0870301",169,17,0
"0870302",29,2,0
"0870401",148,19,1
"0870402",54,8,0
"0890101",889,284,12
"0890102",140,28,1
"0890103",329,45,2
"0890201",1400,302,11
"0890202",285,35,5
"0890302",631,88,4
"0890303",355,39,3
"0890304",281,36,3
"0890305",831,185,15
"0890401",164,64,2
"0890402",687,452,5
"0910101",1743,690,65
"0910102",2034,391,31
"0910103",1962,438,29
"0910104",1088,273,28
"0910105A",2713,662,53
"0910105B",46,13,0
"0910105C",1,0,0
"0910105D",0,0,0
"0910106A",2298,428,40
"0910106B",138,22,1
"0910107",1144,282,24
"0910201",1845,771,47
"0910202A",440,166,7
"0910202B",46,17,1
"0910203A",1920,494,28
"0910203B",55,14,1
"0910203C",0,0,0
"0910204",1830,446,27
"0910205",2835,803,58
"0910206",2772,598,42
"0910207",1441,305,19
"0910208",1077,234,12
"0910301",945,831,30
"0910302",1789,922,69
"0910303",233,243,8
"0910304",1281,756,37
"0910305",894,357,35
"0910306",549,277,15
"0910401",977,354,35
"0910402",2200,671,60
"0910403",2711,664,39
"0910404",1809,440,41
"0910405",1892,444,32
"0910406",2341,774,64
"0910407",1586,365,37
"0930001",693,102,3
"0930002",643,122,7
"0930004",46,10,2
"0930005",309,39,3
"0930006",208,25,1
"0930007",146,21,0
"0930009",101,12,0
"0930010",185,37,1
"0930011",246,59,11
"0930012",846,178,12
"0930013",119,16,1
"0930014",61,12,2
"0930015",243,23,7
"0930016",61,1,0
"0950101",230,31,1
"0950102",50,10,3
"0950203",94,2,1
"0950204",53,9,1
"0950205",73,13,0
"0950306",143,48,1
"0950407",61,0,1
"0950408",121,32,5
"0970001",521,186,11
"0970002",82,22,0
"0970003",224,41,1
"0970004",216,47,4
"0970005",467,139,18
"0970006",279,23,1
"0970007",736,108,5
"0970008",439,49,3
"0970009",738,79,5
"0970010",1061,154,12
"0970011",1144,205,20
"0970012",427,48,8
"0970014",180,26,1
"0970015",131,10,2
"0970017",298,11,1
"0970018",1108,82,17
"0970019",236,29,3
"0970020",266,39,1
"0970021",789,40,4
"0970022",1227,137,16
"0970026",185,52,4
"0970027",94,35,2
"0970028",39,14,0
"0970030",76,36,1
"0970031",46,23,0
"0970033",262,30,5
"0970034",110,103,5
"0970035",238,125,6
"0970037",665,156,7
"0990101",1539,917,55
"0990102",671,79,7
"0990103",164,22,1
"0990104",1243,657,31
"0990205",1140,198,13
"0990206",359,330,9
"0990207",1018,642,32
"0990308",1706,261,20
"0990309",316,32,2
"0990310",210,43,2
"0990311",29,37,4
"0990412",923,550,34
"0990413",1005,174,25
"0990414",239,10,1
"0990415",126,11,2
"0990416",593,429,20
"1010101",164,22,3
"1010201",145,15,0
"1010301",67,28,0
"1010401",89,23,0
"1030001",294,43,4
"1030002",237,52,2
"1030003",158,63,0
"1030004",153,39,2
"1050001",215,98,1
"1050002",236,72,3
"1050003",270,68,4
"1050004",200,95,4
"1070011",184,81,4
"1070027",297,116,5
"1070039",217,88,6
"1070044",307,107,5
"1090001",76,116,6
"1090002",83,112,1
"1090004",70,90,0
"10903-3",15,12,0
"10903-5",80,92,4
"1110001",158,14,2
"1110002",21,0,0
"1110003",7,0,0
"1110004",17,0,0
"1110005",7,0,0
"1110006",121,14,1
"1110007",151,33,1
"1110008",308,34,2
"1110009",195,34,2
"1131000",50,236,2
"1131001",78,274,12
"1131002",93,439,15
"1131003",188,1516,36
"1131004",587,485,23
"1131005",633,934,38
"1131006",823,435,29
"1131007",231,82,3
"1131008",294,533,29
"1131009",103,348,15
"1131010",201,691,30
"1131011",62,247,2
"1131012",109,102,6
"1131013",1076,1350,71
"1131014",354,858,29
"1131015",547,973,41
"1131016",56,111,4
"1131017",318,422,33
"1131018",60,103,6
"1131019",602,1180,64
"1131020",407,512,31
"1131021",447,644,27
"1131022",706,1744,54
"1131023",617,739,40
"1131026",108,241,16
"1131027",559,1234,51
"1131028",287,522,9
"1131029",154,595,10
"1131030",440,704,31
"1131032",241,230,15
"1131033",424,375,18
"1131035",39,81,4
"1131036",129,319,14
"1131037",169,428,10
"1131038",151,696,19
"1131039",16,100,3
"1131040",455,956,28
"1131041",34,266,8
"1131042",50,376,5
"1131043",845,626,34
"1131044",943,607,37
"1131045",155,612,13
"1131046",58,131,10
"1131047",247,492,25
"1131048",980,885,70
"1131049",749,742,37
"1131050",53,55,4
"1131051",72,86,4
"1131052",880,1353,81
"1131054",191,549,12
"1131055",101,265,4
"1131056",240,326,12
"1131057",302,722,21
"1131058",399,776,35
"1131059",534,553,33
"1131060",1339,1724,79
"1131061",361,587,24
"1131062",8,8,1
"1131063",233,600,17
"1131064",18,50,0
"1131065A",232,914,23
"1131065B",0,0,0
"1131065C",0,0,0
"1131067",2,3,0
"1131068",16,15,0
"1131069",6,30,0
"1131070",203,705,34
"1131071A",579,1164,65
"1131071B",0,0,0
"1131073",338,1111,34
"1131074",93,571,9
"1131075A",292,756,41
"1131075B",0,0,0
"1131076",543,846,59
"1131077",0,0,0
"1131078",75,411,9
"1131079",327,666,24
"1131080",60,243,8
"1131081",603,1181,49
"1131082",16,93,2
"1131083",168,641,16
"1131084",450,1454,37
"1131085",97,462,12
"1131086",46,139,3
"1131087A",247,1293,42
"1131087B",0,0,0
"1131087C",0,0,0
"1131087D",0,0,0
"1131088",186,639,20
"1131089",90,781,15
"1131090",149,852,25
"1131091",173,728,15
"1131092",162,1158,20
"1131093",80,590,16
"1131094",67,495,5
"1131095",96,504,15
"1131096",73,498,7
"1131097",211,851,13
"1131098",116,725,19
"1131099",3,18,0
"1131100",103,1058,16
"1131101",116,544,12
"1131102",142,604,14
"1131103",38,166,3
"1131104",139,873,15
"1131105",4,19,0
"1131106",18,90,1
"1131107",64,251,5
"1131108",175,822,12
"1131109",47,140,5
"1131110",1,11,0
"1131111",104,439,5
"1131112",28,232,7
"1131113",15,97,3
"1131114",27,224,8
"1131115",191,528,13
"1131116",220,454,20
"1131117",943,825,28
"1131118",141,559,18
"1131119",69,706,12
"1131120",358,588,38
"1131121",266,733,17
"1131122",31,148,6
"1131124",1,1,1
"1131125",345,527,20
"1131126",73,284,6
"1131127",57,212,6
"1131128",406,120,7
"1131129",6,47,1
"1131130",180,526,18
"1131131",185,503,22
"1131132",7,13,0
"1131133",114,122,6
"1131134",21,168,4
"1131135",78,541,10
"1131136",0,1,1
"1131137",7,13,0
"1131138",0,0,0
"1131139",2,3,0
"1131140",0,0,0
"1131141A",0,0,0
"1131141B",0,0,0
"1131300",617,676,16
"1131301",614,693,20
"1131302",490,738,16
"1131303",4,36,1
"1131304",358,421,17
"1131305",315,409,10
"1131307",3,66,0
"1131308A",349,502,15
"1131308B",0,0,0
"1131309",11,108,5
"1131310",614,750,31
"1131311",693,614,20
"1131312",238,240,8
"1131313",34,142,1
"1131314",359,695,11
"1131315",5,3,0
"1131316",100,235,4
"1131317",0,0,0
"1131500",470,812,28
"1131501",653,757,35
"1131502",783,1290,46
"1131503",402,922,19
"1131504",681,657,29
"1131700",385,608,26
"1131701",431,527,19
"1131702",579,817,33
"1131703",489,836,32
"1131704",281,423,12
"1131705",423,611,18
"1131706",466,866,16
"1131707",57,144,3
"1131708",127,179,9
"1131709",421,1255,23
"1131710",78,583,9
"1131711",344,646,12
"1131712A",633,518,16
"1131712B",0,0,0
"1131713",324,242,12
"1131714",475,519,18
"1131715",200,505,9
"1131716",895,477,30
"1131717",707,990,34
"1131718",486,382,14
"1131719",515,838,22
"1131720",713,818,31
"1131721",703,574,24
"1131722",525,897,27
"1131723",25,58,3
"1131724",11,39,2
"1131725",219,110,7
"1131726",482,516,23
"1131727",47,69,3
"1131728",321,394,10
"1131729",262,459,13
"1131730",0,0,0
"1131731",0,0,0
"1132000",1,0,0
"1132001",2,11,1
"1132002",406,426,22
"1132003",1125,824,41
"1132004",821,431,28
"1132005",358,345,17
"1132006",662,424,28
"1132007",1459,712,34
"1132008",737,377,22
"1132009",776,663,44
"1132010",585,426,24
"1132011",925,513,43
"1132012",693,510,20
"1132013",620,268,21
"1132014",283,93,4
"1132015",379,318,14
"1132016",1655,784,40
"1132017",328,554,29
"1132018",412,215,12
"1132019",789,471,30
"1132020",852,929,34
"1132021",1874,762,53
"1132022",331,195,11
"1132023",496,390,19
"1132024",560,482,22
"1132025",1293,568,42
"1132026",1584,581,26
"1132027",859,332,18
"1132028A",0,0,0
"1132028B",0,0,0
"1132029",942,299,22
"1132030",1138,261,20
"1132031",919,1253,59
"1132032",430,666,51
"1132033",646,676,31
"1132034",736,397,19
"1132035",449,541,24
"1132036",997,690,34
"1132037",369,288,15
"1132038",1053,1147,76
"1132039",862,1028,60
"1132040",687,533,38
"1132041",1794,1096,49
"1132042",1095,1027,44
"1132043",819,713,40
"1132044",400,297,14
"1132045",686,650,25
"1132046",825,484,32
"1132047",947,692,42
"1132048",941,1258,44
"1132049",573,518,26
"1132050",613,487,28
"1132051",1037,689,47
"1132052",730,276,25
"1132053",416,877,30
"1132054",392,953,36
"1132055",218,448,15
"1132056",605,336,13
"1132057",241,128,7
"1132058",385,367,16
"1132059",530,330,22
"1132060",1261,641,49
"1132061",1142,826,68
"1132062",889,659,54
"1132063",350,194,11
"1132064",658,663,52
"1132065",740,968,47
"1132066",733,369,24
"1132067",467,464,22
"1132068",689,902,39
"1132069",1120,953,68
"1132070",549,447,27
"1132071",849,619,39
"1132072",1051,1010,70
"1132073",317,420,24
"1132074",81,180,5
"1132076",0,0,0
"1132077",513,368,16
"1132078",0,0,0
"1132079",226,666,34
"1132200",1053,309,26
"1132201",964,322,18
"1132202",1072,328,12
"1132203",819,307,26
"1132220",1081,211,12
"1132221",2031,461,27
"1132222",1669,418,51
"1132223",798,345,28
"1132224",632,537,38
"1132225",916,286,20
"1132226",1463,453,40
"1132300",282,505,18
"1132301",1055,548,31
"1132302",224,651,18
"1132303",696,781,36
"1132305",1107,1073,60
"1132306",428,422,15
"1132307",215,218,9
"1132308",61,116,1
"1132309",183,312,13
"1132310",790,574,47
"1132311",80,133,2
"1132312",7,23,0
"1132400",69,22,0
"1132401",1177,949,51
"1132402",924,926,34
"1132403",2,0,0
"1132404",423,624,29
"1132405",1261,977,49
"1132406",835,1063,33
"1132407",941,1178,36
"1132408",295,483,23
"1132409",374,782,27
"1132410",375,542,24
"1132411",98,257,5
"1132500",745,942,46
"1132501",636,357,30
"1132502",978,378,42
"1132503",1298,633,47
"1132504",487,378,26
"1132505",831,936,53
